,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff,home_hrva_rwma,home_hrvap_rwma,home_hrva_rmean,home_hrvap_rmean,away_hrva_rwma,away_hrvap_rwma,away_hrva_rmean,away_hrvap_rmean,diff_hrva_rwma,diff_hrvap_rwma,diff_hrva_rmean,diff_hrvap_rmean,hrvo_rwma,hrvop_rwma
10,2010-05-29,Venezuela,Canada,1,1,Friendly,Mérida,Venezuela,0,49,608,63,516,-14,92,D,1,1,0,71,74,69,70,111487,111487-13-157186,5,66,66,65,64,111455,111455-16-158159,5,10,4,4,1,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,111455-16-158159,23.33333333333333,28.75,27.0,185.33333333333331,184.5,173.25,80.0,78.0,71.75,-5.75,4.666666666666668,0.3999999999999986,3.5,-1.933333333333337,1.1500000000000057,6.0,-3.200000000000003,0.049999999999997165,0.05316204344043986,0.04042036906567183,-0.072,-0.108,-0.16833821455747094,-0.07378376783193648,-0.12941176470588237,-0.04411764705882353,0.2215002579979108,0.1142041368976083,0.05741176470588237,-0.06388235294117647,-0.0,-0.25
11,2010-05-30,Chile,Northern Ireland,1,0,Friendly,Chillán,Chile,0,18,888,56,566,-38,322,W,0,1,0,76,74,74,70,111459,111459-12-156644,10,71,65,67,69,110081,110081-11-156279,5,5,5,7,1,111459-12-156644,26.0,29.33333333333333,24.5,170.0,182.33333333333331,176.66666666666663,72.5,79.0,74.83333333333333,110081-11-156279,25.66666666666667,29.4,27.0,184.66666666666663,185.2,177.0,70.0,77.8,71.66666666666667,-3.3999999999999986,3.666666666666664,-2.5,-15.199999999999989,-2.3333333333333144,-0.3333333333333428,-5.299999999999997,9.0,3.1666666666666567,0.29067417339684143,0.283395534235889,0.05437675070028011,0.06379551820728291,-0.18717639625093946,-0.20094183595926104,-0.23170731707317074,-0.25,0.4778505696477809,0.48433737019515,0.28608406777345086,0.3137955182072829,1.0,1.12
12,2010-05-30,Japan,England,1,2,Friendly,Graz,Austria,1,45,682,8,1068,37,-386,L,2,0,0,75,76,77,74,1411,1411-17-158729,5,83,81,81,82,1318,1318-11-156279,17,-6,-7,-4,1,1411-17-158729,26.0,27.6,27.2,182.0,182.2,174.6,71.0,75.4,65.8,1318-11-156279,22.33333333333333,27.4,30.33333333333333,176.0,185.6,183.33333333333331,70.66666666666667,79.8,83.33333333333333,-1.3999999999999986,5.266666666666668,-3.1333333333333333,-3.5999999999999943,6.199999999999988,-8.733333333333348,-8.799999999999997,4.733333333333333,-17.53333333333333,0.3025031612817325,0.21217251381967311,0.313953488372093,0.2369186046511628,0.46779081069279294,0.42517408865246575,0.3898305084745763,0.3601694915254237,-0.16528764941106044,-0.21300157483279264,-0.07587702010248326,-0.12325088687426092,-0.48000000000000004,-0.22999999999999998
13,2010-05-30,Nigeria,Colombia,1,1,Friendly,Milton Keynes,England,1,21,883,35,776,-14,107,D,1,0,0,75,75,75,73,1393,1393-09-155725,4,76,76,72,74,111109,111109-12-156644,6,1,-3,3,1,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,111109-12-156644,25.0,29.75,25.25,179.66666666666663,181.5,180.75,73.66666666666667,78.5,81.0,-8.75,-2.3999999999999986,-4.050000000000002,1.5,8.533333333333331,-1.75,1.5,8.533333333333331,-8.599999999999994,0.3543978314001549,0.3817710536638082,0.3620689655172414,0.39655172413793105,0.057492953126186,0.0623717096166054,0.13178294573643412,0.1434108527131783,0.2969048782739689,0.3193993440472028,0.23028601978080726,0.2531408714247527,-1.0,-0.8331556503198294
14,2010-05-30,Tunisia,France,1,1,Friendly,Radès,Tunisia,0,55,574,9,1044,46,-470,D,1,1,0,73,75,71,71,1391,1391-09-155725,3,82,80,82,81,1335,1335-11-156279,19,-6,-9,-11,1,1391-09-155725,27.0,26.4,24.8,190.0,185.8,182.4,86.0,78.8,71.8,1335-11-156279,22.0,25.2,26.0,182.0,183.2,182.0,74.0,78.8,75.4,1.8000000000000007,4.399999999999999,-1.1999999999999993,6.800000000000012,3.8000000000000114,0.4000000000000057,7.200000000000002,4.799999999999997,-3.6000000000000085,0.11508051329727487,0.07099176468533883,0.21374045801526717,0.14694656488549618,0.36015411588159657,0.28314427753701454,0.45925925925925926,0.40555555555555556,-0.2450736025843217,-0.21215251285167572,-0.24551880124399209,-0.2586089906700594,-0.6673773987206824,-0.5836886993603412
15,2010-06-01,Australia,Denmark,1,0,Friendly,Roodepoort,South Africa,1,20,886,36,767,-16,119,W,0,0,0,73,71,71,69,1415,1415-11-156279,11,75,73,72,72,1331,1331-11-156279,12,-1,-4,-1,1,1415-11-156279,29.0,31.0,28.6,187.0,187.75,177.8,79.5,79.5,73.8,1331-11-156279,26.5,27.0,25.25,185.5,188.2,180.5,76.0,80.8,72.75,2.0,4.5,3.3500000000000014,-1.1999999999999886,2.25,-2.6999999999999886,-1.2999999999999972,3.5,1.0499999999999972,0.37106250001685614,0.3622386480902621,0.3486238532110092,0.3348623853211009,0.2197131671749849,0.19181616522537068,0.2962962962962963,0.2916666666666667,0.15134933284187124,0.17042248286489145,0.052327556914712914,0.04319571865443422,-1.0,-1.0
16,2010-06-01,Portugal,Cameroon,3,1,Friendly,Covilhã,Portugal,0,3,1249,19,887,-16,362,W,0,1,0,81,79,78,79,1354,1354-11-156279,16,77,72,73,71,1395,1395-11-156279,13,8,7,5,1,1354-11-156279,25.66666666666667,27.2,29.0,183.33333333333331,183.6,179.66666666666663,77.66666666666667,76.8,74.33333333333333,1395-11-156279,28.5,23.75,26.4,180.0,182.75,176.8,76.5,76.75,74.8,1.916666666666668,-1.3000000000000007,2.6000000000000014,0.5833333333333428,3.5999999999999943,2.8666666666666467,0.9166666666666714,0.2999999999999972,-0.4666666666666686,0.43314703136108496,0.4174925270992265,0.42063492063492064,0.37896825396825395,0.27776885682814056,0.3209821804693441,0.3069306930693069,0.36386138613861385,0.1553781745329444,0.0965103466298824,0.11370422756561371,0.015106867829640103,-0.0,-0.0
17,2010-06-01,Switzerland,Costa Rica,0,1,Friendly,Sion,Switzerland,0,24,866,40,710,-16,156,L,2,1,0,76,74,72,73,1364,1364-11-156279,11,73,69,73,73,1383,1383-08-155359,3,1,4,-1,1,1364-11-156279,29.5,27.2,24.75,188.5,187.0,180.5,80.0,81.8,75.5,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,-0.3333333333333321,-0.8000000000000007,-2.0,8.5,8.0,-1.5,3.666666666666672,11.799999999999995,-2.25,0.15021394378402228,0.059704122317357125,0.12745098039215685,0.0784313725490196,0.046224253676210844,0.08431939681127572,0.10493827160493827,0.12808641975308643,0.10398969010781144,-0.024615274493918593,0.022512708787218588,-0.04965504720406683,1.0,0.75
18,2010-06-02,Greece,Paraguay,0,2,Friendly,Winterthur,Switzerland,1,13,964,31,820,-18,144,L,2,0,0,75,74,72,73,1338,1338-11-156279,13,74,79,73,70,1375,1375-13-157186,11,4,-6,-1,1,1338-11-156279,26.5,25.33333333333333,28.0,182.5,183.0,177.33333333333337,78.5,77.5,75.0,1375-13-157186,28.0,31.8,28.0,189.0,181.8,175.8,81.0,79.2,69.6,-5.300000000000002,-2.666666666666668,0.0,0.6999999999999886,-6.0,1.5333333333333314,-0.7000000000000028,-3.5,5.400000000000006,0.1656963056910642,0.16134973067445177,0.16071428571428573,0.17410714285714285,-0.04946428274858874,0.02014543953123008,0.023255813953488372,0.09108527131782945,0.21516058843965294,0.1412042911432217,0.13745847176079734,0.0830218715393134,0.0,0.0
19,2010-06-02,Serbia,Poland,0,0,Friendly,Kufstein,Austria,1,15,947,58,561,-43,386,D,1,0,0,78,75,79,76,110082,110082-13-157186,6,74,71,69,69,1353,1353-11-156279,11,6,5,10,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1353-11-156279,25.0,27.0,25.0,183.5,187.4,176.25,75.0,80.6,70.25,-4.0,0.8000000000000007,-3.3999999999999986,-0.4000000000000057,4.099999999999993,9.349999999999994,1.4000000000000057,8.200000000000003,5.75,0.26895604199055695,0.3299387104251342,0.11504424778761062,0.19247787610619468,0.1539668316112947,0.12952634912851632,0.23880597014925373,0.22014925373134328,0.11498921037926224,0.20041236129661785,-0.12376172236164311,-0.027671377625148597,-0.5859906419186517,-0.5477988910755262
20,2010-06-03,Italy,Mexico,1,2,Friendly,Brussels,Belgium,1,5,1184,17,895,-12,289,L,2,0,0,82,81,80,78,1343,1343-11-156279,19,77,74,75,73,1386,1386-11-156279,15,8,4,5,1,1343-11-156279,30.0,26.0,26.4,186.0,187.0,179.8,83.0,79.8,75.2,1386-11-156279,21.75,26.0,28.0,173.25,183.0,178.0,63.5,78.5,72.0,4.0,4.25,-1.6000000000000014,3.0,13.75,1.8000000000000114,4.5,16.299999999999994,3.200000000000003,0.38511527450727323,0.3687645412130756,0.4015748031496063,0.3956692913385827,0.34442933589703206,0.3393793968090851,0.2604166666666667,0.24739583333333334,0.04068593861024117,0.029385144403990537,0.14115813648293962,0.14827345800524935,0.5418876356328004,0.5338046676917513
21,2010-06-03,Spain,Korea Republic,1,0,Friendly,Innsbruck,Austria,1,2,1565,47,632,-45,933,W,0,0,0,85,82,83,83,1362,1362-11-156279,19,70,70,68,66,974,974-11-156279,12,16,13,15,1,1362-11-156279,27.0,28.0,26.25,180.0,183.6,177.75,73.5,81.0,71.0,974-11-156279,24.0,28.4,26.0,180.66666666666663,183.6,182.0,71.66666666666667,77.0,72.0,-1.3999999999999986,4.0,0.25,-3.5999999999999943,2.9333333333333367,-4.25,-3.5,9.333333333333329,-1.0,0.822638088077393,0.8389444143219913,0.6124031007751938,0.5949612403100775,0.34990481405129936,0.3125736841313478,0.21637426900584794,0.1476608187134503,0.47273327402609366,0.5263707301906435,0.39602883176934583,0.4473004215966272,0.3070362473347548,0.3971215351812367
22,2010-06-04,Slovenia,New Zealand,3,1,Friendly,Maribor,Slovenia,0,25,860,78,410,-53,450,W,0,1,0,71,70,68,67,1361,1361-11-156279,5,64,62,57,60,111473,111473-11-156279,6,10,5,11,1,1361-11-156279,25.0,25.8,28.33333333333333,188.0,184.8,180.0,79.33333333333333,80.0,72.66666666666667,111473-11-156279,28.0,26.8,31.0,185.33333333333331,187.2,181.66666666666663,74.66666666666667,83.8,80.0,-1.8000000000000007,-2.1999999999999997,-2.666666666666668,0.8000000000000114,-0.5333333333333314,-1.6666666666666572,-4.466666666666669,5.333333333333329,-7.333333333333329,-0.032715313675198136,-0.039852751541010686,-0.050505050505050504,-0.06565656565656566,-0.1030812741006721,-0.019030637151997095,0.0,0.05952380952380952,0.07036596042547397,-0.02082211438901359,-0.050505050505050504,-0.12518037518037517,-0.0,-0.0
23,2010-06-05,Australia,USA,1,3,Friendly,Roodepoort,South Africa,1,20,886,14,957,6,-71,L,2,0,0,73,71,71,69,1415,1415-11-156279,11,75,72,73,72,1387,1387-11-156279,12,-1,-3,-2,1,1415-11-156279,29.0,31.0,28.6,187.0,187.75,177.8,79.5,79.5,73.8,1387-11-156279,22.0,30.2,25.25,180.5,184.2,181.75,74.5,81.6,79.0,-1.1999999999999993,9.0,3.3500000000000014,2.800000000000012,7.25,-3.9499999999999886,-2.0999999999999943,5.0,-5.200000000000003,0.3957267188253203,0.3872489003514253,0.35454545454545455,0.3409090909090909,0.1590734556830318,0.09658469843932006,0.30538922155688625,0.218562874251497,0.2366532631422885,0.29066420191210524,0.049156232988568305,0.12234621665759388,0.48000000000000004,0.7300000000000001
24,2010-06-05,Netherlands,Hungary,6,1,Friendly,Amsterdam,Netherlands,0,4,1231,57,565,-53,666,W,0,1,0,81,80,81,76,105035,105035-11-156279,17,72,72,71,68,1886,1886-11-156279,7,12,4,10,1,105035-11-156279,27.5,25.2,27.5,185.0,180.6,177.75,75.0,74.2,74.5,1886-11-156279,25.5,28.4,27.75,182.5,186.6,180.5,78.5,81.6,76.75,-0.8999999999999986,-0.3000000000000007,-0.25,-1.5999999999999943,-1.9000000000000057,-2.75,-6.599999999999994,-4.299999999999997,-2.25,0.5656052591898154,0.531651104220216,0.512396694214876,0.4793388429752066,-0.12311574983992056,-0.14025609753039042,-0.07692307692307693,-0.08653846153846154,0.688721009029736,0.6719072017506065,0.589319771137953,0.5658773045136681,0.1571600961341448,0.11242021514418513
25,2010-06-05,Serbia,Cameroon,4,3,Friendly,Belgrade,Serbia,0,15,947,19,887,-4,60,W,0,1,0,78,75,79,76,110082,110082-13-157186,6,77,72,73,71,1395,1395-11-156279,13,4,4,6,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1395-11-156279,28.5,23.75,26.4,180.0,182.75,176.8,76.5,76.75,74.8,-0.75,-2.6999999999999997,-4.799999999999997,4.25,7.599999999999994,8.799999999999983,5.25,6.700000000000002,1.2000000000000028,0.25839790089206455,0.31698663307918074,0.11403508771929824,0.19078947368421054,0.22766026901314695,0.2789828749207981,0.29411764705882354,0.35294117647058826,0.030737631878917593,0.03800375815838264,-0.1800825593395253,-0.16215170278637772,-0.0,-0.0
26,2010-06-05,South Africa,Denmark,1,0,Friendly,Atteridgeville,South Africa,0,83,392,36,767,47,-375,W,0,1,0,72,69,72,66,111099,111099-11-156279,8,75,73,72,72,1331,1331-11-156279,12,-3,-7,0,1,111099-11-156279,25.0,24.25,27.2,175.0,179.25,177.6,67.5,70.75,74.4,1331-11-156279,26.5,27.0,25.25,185.5,188.2,180.5,76.0,80.8,72.75,-2.0,-2.25,1.9499999999999995,-13.199999999999989,-6.25,-2.9000000000000057,-13.299999999999995,-5.25,1.6500000000000057,0.09240643758574994,-0.011096596794734301,0.0915032679738562,0.05718954248366013,0.17188127826611285,0.1450782763929552,0.28703703703703703,0.2847222222222222,-0.07947484068036291,-0.1561748731876895,-0.19553376906318082,-0.2275326797385621,-0.0,0.13
27,2010-06-05,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,0,24,866,5,1184,19,-318,D,1,1,0,76,74,72,73,1364,1364-11-156279,11,82,81,80,78,1343,1343-11-156279,19,-4,-8,-8,1,1364-11-156279,29.5,27.2,24.75,188.5,187.0,180.5,80.0,81.8,75.5,1343-11-156279,30.0,26.0,26.4,186.0,187.0,179.8,83.0,79.8,75.2,3.5,-2.8000000000000007,-1.6499999999999986,1.5,1.0,0.6999999999999886,0.20000000000000284,-1.2000000000000028,0.2999999999999972,0.10510751461598193,0.008343176344082492,0.1188118811881188,0.06683168316831684,0.33079702844807435,0.3150875003811012,0.408,0.4,-0.2256895138320924,-0.30674432403701873,-0.28918811881188117,-0.3331683168316832,-0.3538011312062022,-0.43303411611979636
28,2010-06-08,Spain,Poland,6,0,Friendly,Murcia,Spain,0,2,1565,58,561,-56,1004,W,0,1,0,85,82,83,83,1362,1362-11-156279,19,74,71,69,69,1353,1353-11-156279,11,13,12,14,1,1362-11-156279,27.0,28.0,26.25,180.0,183.6,177.75,73.5,81.0,71.0,1353-11-156279,25.0,27.0,25.0,183.5,187.4,176.25,75.0,80.6,70.25,0.0,3.0,1.25,-7.400000000000006,0.09999999999999433,1.5,-7.099999999999994,6.0,0.75,0.829593457173643,0.8452603196438289,0.6201550387596899,0.6007751937984496,0.14792891664614174,0.1244468844568063,0.2462686567164179,0.22761194029850745,0.6816645405275013,0.7208134351870226,0.373886382043272,0.3731632534999421,0.6869768519869413,0.5958140479311981
29,2010-06-11,South Africa,Mexico,1,1,FIFA World Cup,Johannesburg,South Africa,0,83,392,17,895,66,-503,D,1,1,0,72,69,72,66,111099,111099-11-156279,8,77,74,75,73,1386,1386-11-156279,15,-4,-8,-3,0,111099-11-156279,25.0,24.25,27.2,175.0,179.25,177.6,67.5,70.75,74.4,1386-11-156279,21.75,26.0,28.0,173.25,183.0,178.0,63.5,78.5,72.0,-1.0,2.5,-0.8000000000000007,-8.0,6.0,-0.4000000000000057,-11.0,7.25,2.4000000000000057,0.12799901127016772,0.01875088981625144,0.1118421052631579,0.07401315789473684,0.3701379893912838,0.36528608713031524,0.265625,0.2526041666666667,-0.24213897812111607,-0.3465351973140638,-0.1537828947368421,-0.17859100877192985,-0.27931769722814503,-0.27931769722814503
30,2010-06-11,Uruguay,France,0,0,FIFA World Cup,Cape Town,South Africa,1,16,899,9,1044,7,-145,D,1,0,0,78,79,74,74,1377,1377-11-156279,11,82,80,82,81,1335,1335-11-156279,19,-2,-6,-8,0,1377-11-156279,25.66666666666667,25.33333333333333,29.0,181.66666666666663,183.16666666666663,172.5,75.66666666666667,76.66666666666667,76.5,1335-11-156279,22.0,25.2,26.0,182.0,183.2,182.0,74.0,78.8,75.4,0.4666666666666686,3.333333333333332,3.0,-1.5333333333333314,1.1666666666666572,-9.5,-3.1333333333333258,2.6666666666666714,1.0999999999999943,0.16274063766927513,0.22218734963397382,0.125,0.18125,0.29324491819747134,0.23157609010622923,0.4444444444444444,0.3907407407407407,-0.1305042805281962,-0.009388740472255408,-0.3194444444444444,-0.20949074074074073,-0.01840255591054312,0.11159744408945686
