,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_url,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_url
368,2011-02-09 00:00:00.000000,Scotland,Northern Ireland,3,0,Nations Cup,Dublin,Ireland,1,52,542,43,615,9,-73,W,0,0,0,75,74,76,72,1359,/team/1359/scotland/fifa12_8/,71,71,69,72,110081,/team/110081/northern-ireland/fifa12_8/
369,2011-02-09 00:00:00.000000,Spain,Colombia,1,0,Friendly,Madrid,Spain,0,1,1887,48,558,-47,1329,W,0,1,0,86,88,87,84,1362,/team/1362/spain/fifa12_8/,76,86,75,76,111109,/team/111109/colombia/fifa12_8/
370,2011-02-09 00:00:00.000000,Turkey,Korea Republic,0,0,Friendly,Trabzon,Turkey,0,31,741,39,649,-8,92,D,1,1,0,76,76,76,74,1365,/team/1365/turkey/fifa12_8/,71,77,70,67,974,/team/974/korea-republic/fifa12_8/
371,2011-02-09 00:00:00.000000,Venezuela,Costa Rica,2,2,Friendly,Puerto la Cruz,Venezuela,0,60,515,69,467,-9,48,D,1,1,0,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/
372,2011-03-16 00:00:00.000000,Argentina,Venezuela,4,1,Friendly,San Juan,Argentina,0,5,1338,60,515,-55,823,W,0,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
373,2011-03-25 00:00:00.000000,Austria,Belgium,0,2,UEFA Euro qualification,Vienna,Austria,0,46,569,58,526,-12,43,L,2,1,0,73,75,69,74,1322,/team/1322/austria/fifa12_8/,78,80,77,79,1325,/team/1325/belgium/fifa12_8/
374,2011-03-25 00:00:00.000000,Hungary,Netherlands,0,4,UEFA Euro qualification,Budapest,Hungary,0,41,632,2,1723,39,-1091,L,2,1,0,71,70,74,68,1886,/team/1886/hungary/fifa12_8/,81,86,85,76,105035,/team/105035/netherlands/fifa12_8/
375,2011-03-25 00:00:00.000000,Panama,Bolivia,2,0,Friendly,Panama City,Panama,0,67,475,96,344,-29,131,W,0,1,0,69,68,69,69,111475,/team/111475/panama/fifa18wc_247/,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/
376,2011-03-25 00:00:00.000000,Serbia,Northern Ireland,2,1,UEFA Euro qualification,Belgrade,Serbia,0,23,837,43,615,-20,222,W,0,1,0,77,76,79,78,110082,/team/110082/serbia/fifa18wc_247/,71,71,69,72,110081,/team/110081/northern-ireland/fifa12_8/
377,2011-03-25 00:00:00.000000,Slovenia,Italy,0,1,UEFA Euro qualification,Ljubljana,Slovenia,0,17,897,14,965,3,-68,L,2,1,0,73,77,76,72,1361,/team/1361/slovenia/fifa12_8/,82,84,82,81,1343,/team/1343/italy/fifa12_8/
378,2011-03-25 00:00:00.000000,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain,0,1,1887,30,751,-29,1136,W,0,1,0,86,88,87,84,1362,/team/1362/spain/fifa12_8/,75,73,75,75,1330,/team/1330/czech-republic/fifa13_11/
379,2011-03-26 00:00:00.000000,Bulgaria,Switzerland,0,0,UEFA Euro qualification,Sofia,Bulgaria,0,49,555,22,841,27,-286,D,1,1,0,70,67,72,65,1327,/team/1327/bulgaria/fifa12_8/,76,73,77,76,1364,/team/1364/switzerland/fifa12_8/
380,2011-03-26 00:00:00.000000,Colombia,Ecuador,2,0,Friendly,Madrid,Spain,1,48,558,52,542,-4,16,W,0,0,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
381,2011-03-26 00:00:00.000000,Mexico,Paraguay,3,1,Friendly,Oakland,USA,1,27,795,24,832,3,-37,W,0,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
382,2011-03-26 00:00:00.000000,Norway,Denmark,1,1,UEFA Euro qualification,Oslo,Norway,0,12,995,28,790,-16,205,D,1,1,0,75,78,73,75,1352,/team/1352/norway/fifa12_8/,75,79,75,74,1331,/team/1331/denmark/fifa12_8/
383,2011-03-26 00:00:00.000000,Portugal,Chile,1,1,Friendly,Leiria,Portugal,0,8,1090,15,950,-7,140,D,1,1,0,82,85,81,81,1354,/team/1354/portugal/fifa12_8/,77,82,79,71,111459,/team/111459/chile/fifa12_8/
384,2011-03-26 00:00:00.000000,Senegal,Cameroon,1,0,African Cup of Nations qualification,Dakar,Senegal,0,70,465,38,650,32,-185,W,0,1,0,76,77,77,76,1667,/team/1667/senegal/fifa18wc_247/,76,88,72,75,1395,/team/1395/cameroon/fifa12_8/
385,2011-03-26 00:00:00.000000,South Africa,Egypt,1,0,African Cup of Nations qualification,Johannesburg,South Africa,0,51,550,10,1036,41,-486,W,0,1,0,71,71,69,67,111099,/team/111099/south-africa/fifa12_8/,69,69,68,70,111130,/team/111130/egypt/fifa12_8/
386,2011-03-26 00:00:00.000000,Wales,England,0,2,UEFA Euro qualification,Cardiff,Wales,0,113,261,6,1195,107,-934,L,2,1,0,73,75,75,72,1367,/team/1367/wales/fifa14_12/,84,85,83,84,1318,/team/1318/england/fifa12_8/
387,2011-03-27 00:00:00.000000,Brazil,Scotland,2,0,Friendly,London,England,1,4,1446,52,542,-48,904,W,0,0,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,75,74,76,72,1359,/team/1359/scotland/fifa12_8/
388,2011-03-29 00:00:00.000000,Colombia,Chile,0,2,Friendly,The Hague,Netherlands,1,48,558,15,950,33,-392,L,2,0,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,77,82,79,71,111459,/team/111459/chile/fifa12_8/
389,2011-03-29 00:00:00.000000,Costa Rica,Argentina,0,0,Friendly,San José,Costa Rica,0,69,467,5,1338,64,-871,D,1,1,0,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/,83,87,82,79,1369,/team/1369/argentina/fifa12_8/
390,2011-03-29 00:00:00.000000,Ecuador,Peru,0,0,Friendly,The Hague,Netherlands,1,52,542,66,486,-14,56,D,1,0,0,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/,72,68,69,66,111108,/team/111108/peru/fifa12_8/
391,2011-03-29 00:00:00.000000,France,Croatia,0,0,Friendly,Saint-Denis,France,0,18,867,9,1075,9,-208,D,1,1,0,83,84,83,81,1335,/team/1335/france/fifa12_8/,78,79,81,76,1328,/team/1328/croatia/fifa12_8/
392,2011-03-29 00:00:00.000000,Germany,Australia,1,2,Friendly,Mönchengladbach,Germany,0,3,1485,26,796,-23,689,L,2,1,0,83,86,84,82,1337,/team/1337/germany/fifa12_8/,71,76,71,71,1415,/team/1415/australia/fifa12_8/
393,2011-03-29 00:00:00.000000,Greece,Poland,0,0,Friendly,Piraeus,Greece,0,11,1016,72,449,-61,567,D,1,1,0,74,71,72,74,1338,/team/1338/greece/fifa12_8/,74,77,74,70,1353,/team/1353/poland/fifa12_8/
394,2011-03-29 00:00:00.000000,Mexico,Venezuela,1,1,Friendly,San Diego,USA,1,27,795,60,515,-33,280,D,1,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
395,2011-03-29 00:00:00.000000,Netherlands,Hungary,5,3,UEFA Euro qualification,Amsterdam,Netherlands,0,2,1723,41,632,-39,1091,W,0,1,0,81,86,85,76,105035,/team/105035/netherlands/fifa12_8/,71,70,74,68,1886,/team/1886/hungary/fifa12_8/
396,2011-03-29 00:00:00.000000,Northern Ireland,Slovenia,0,0,UEFA Euro qualification,Belfast,Northern Ireland,0,43,615,17,897,26,-282,D,1,1,0,71,71,69,72,110081,/team/110081/northern-ireland/fifa12_8/,73,77,76,72,1361,/team/1361/slovenia/fifa12_8/
397,2011-03-29 00:00:00.000000,Portugal,Finland,2,0,Friendly,Aveiro,Portugal,0,8,1090,79,419,-71,671,W,0,1,0,82,85,81,81,1354,/team/1354/portugal/fifa12_8/,70,69,73,70,1334,/team/1334/finland/fifa12_8/
398,2011-03-29 00:00:00.000000,Turkey,Austria,2,0,UEFA Euro qualification,Istanbul,Turkey,0,31,741,46,569,-15,172,W,0,1,0,76,76,76,74,1365,/team/1365/turkey/fifa12_8/,73,75,69,74,1322,/team/1322/austria/fifa12_8/
399,2011-04-20 00:00:00.000000,Argentina,Ecuador,2,2,Friendly,Mar del Plata,Argentina,0,5,1338,52,542,-47,796,D,1,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
400,2011-05-25 00:00:00.000000,Argentina,Paraguay,4,2,Friendly,Resistencia,Argentina,0,5,1267,23,847,-18,420,W,0,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
401,2011-05-25 00:00:00.000000,Wales,Scotland,1,3,Nations Cup,Dublin,Ireland,1,114,258,66,517,48,-259,L,2,0,0,73,75,75,72,1367,/team/1367/wales/fifa14_12/,75,74,76,72,1359,/team/1359/scotland/fifa12_8/
402,2011-05-27 00:00:00.000000,Wales,Northern Ireland,2,0,Nations Cup,Dublin,Ireland,1,114,258,65,520,49,-262,W,0,0,0,73,75,75,72,1367,/team/1367/wales/fifa14_12/,71,71,69,72,110081,/team/110081/northern-ireland/fifa12_8/
403,2011-05-28 00:00:00.000000,Mexico,Ecuador,1,1,Friendly,Seattle,USA,1,28,802,64,523,-36,279,D,1,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
404,2011-05-29 00:00:00.000000,Germany,Uruguay,2,1,Friendly,Sinsheim,Germany,0,4,1413,7,1094,-3,319,W,0,1,0,83,86,84,82,1337,/team/1337/germany/fifa12_8/,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/
405,2011-06-01 00:00:00.000000,Canada,Ecuador,2,2,Friendly,Toronto,Canada,0,76,439,64,523,12,-84,D,1,1,0,65,64,61,65,111455,/team/111455/canada/fifa16_19/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
406,2011-06-01 00:00:00.000000,Japan,Peru,0,0,Kirin Cup,Niigata,Japan,0,14,961,54,548,-40,413,D,1,1,0,75,76,77,73,1411,/team/1411/japan/fifa18wc_247/,72,68,69,66,111108,/team/111108/peru/fifa12_8/
407,2011-06-01 00:00:00.000000,Mexico,New Zealand,3,0,Friendly,Denver,USA,1,28,802,60,528,-32,274,W,0,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,66,68,61,69,111473,/team/111473/new-zealand/fifa12_8/
408,2011-06-01 00:00:00.000000,Nigeria,Argentina,4,1,Friendly,Abuja,Nigeria,0,39,637,5,1267,34,-630,W,0,1,0,74,75,76,72,1393,/team/1393/nigeria/fifa18wc_247/,83,87,82,79,1369,/team/1369/argentina/fifa12_8/
409,2011-06-03 00:00:00.000000,Austria,Germany,1,2,UEFA Euro qualification,Vienna,Austria,0,74,443,4,1413,70,-970,L,2,1,0,73,75,69,74,1322,/team/1322/austria/fifa12_8/,83,86,84,82,1337,/team/1337/germany/fifa12_8/
410,2011-06-03 00:00:00.000000,Belgium,Turkey,1,1,UEFA Euro qualification,Brussels,Belgium,0,37,654,30,795,7,-141,D,1,1,0,78,80,77,79,1325,/team/1325/belgium/fifa12_8/,76,76,76,74,1365,/team/1365/turkey/fifa12_8/
411,2011-06-03 00:00:00.000000,Korea Republic,Serbia,2,1,Friendly,Seoul,Korea Republic,0,31,754,16,907,15,-153,W,0,1,0,71,77,70,67,974,/team/974/korea-republic/fifa12_8/,77,76,79,78,110082,/team/110082/serbia/fifa18wc_247/
412,2011-06-04 00:00:00.000000,Bolivia,Paraguay,0,2,Copa Paz del Chaco,Santa Cruz,Bolivia,0,102,312,23,847,79,-535,L,2,1,0,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
413,2011-06-04 00:00:00.000000,Brazil,Netherlands,0,0,Friendly,Goiânia,Brazil,0,3,1425,2,1702,1,-277,D,1,1,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,81,86,85,76,105035,/team/105035/netherlands/fifa12_8/
414,2011-06-04 00:00:00.000000,Cameroon,Senegal,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,0,49,572,40,613,9,-41,D,1,1,0,76,88,72,75,1395,/team/1395/cameroon/fifa12_8/,76,77,77,76,1667,/team/1667/senegal/fifa18wc_247/
415,2011-06-04 00:00:00.000000,England,Switzerland,2,2,UEFA Euro qualification,London,England,0,6,1163,25,819,-19,344,D,1,1,0,84,85,83,84,1318,/team/1318/england/fifa12_8/,76,73,77,76,1364,/team/1364/switzerland/fifa12_8/
416,2011-06-04 00:00:00.000000,Iceland,Denmark,0,2,UEFA Euro qualification,Reykjavík,Iceland,0,116,254,27,808,89,-554,L,2,1,0,71,77,71,69,1341,/team/1341/iceland/fifa18_174/,75,79,75,74,1331,/team/1331/denmark/fifa12_8/
417,2011-06-04 00:00:00.000000,Peru,Czech Republic,0,0,Kirin Cup,Matsumoto,Japan,1,54,548,32,722,22,-174,D,1,0,0,72,68,69,66,111108,/team/111108/peru/fifa12_8/,75,73,75,75,1330,/team/1330/czech-republic/fifa13_11/
418,2011-06-04 00:00:00.000000,Portugal,Norway,1,0,UEFA Euro qualification,Lisbon,Portugal,0,8,1052,11,987,-3,65,W,0,1,0,82,85,81,81,1354,/team/1354/portugal/fifa12_8/,75,78,73,75,1352,/team/1352/norway/fifa12_8/
419,2011-06-05 00:00:00.000000,Australia,New Zealand,3,0,Friendly,Adelaide,Australia,0,20,876,60,528,-40,348,W,0,1,0,71,76,71,71,1415,/team/1415/australia/fifa12_8/,66,68,61,69,111473,/team/111473/new-zealand/fifa12_8/
420,2011-06-05 00:00:00.000000,Egypt,South Africa,0,0,African Cup of Nations qualification,Cairo,Egypt,0,36,676,38,653,-2,23,D,1,1,0,69,69,68,70,111130,/team/111130/egypt/fifa12_8/,71,71,69,67,111099,/team/111099/south-africa/fifa12_8/
421,2011-06-05 00:00:00.000000,Poland,Argentina,2,1,Friendly,Warsaw,Poland,0,71,449,5,1267,66,-818,W,0,1,0,74,77,74,70,1353,/team/1353/poland/fifa12_8/,83,87,82,79,1369,/team/1369/argentina/fifa12_8/
422,2011-06-07 00:00:00.000000,Australia,Serbia,0,0,Friendly,Melbourne,Australia,0,20,876,16,907,4,-31,D,1,1,0,71,76,71,71,1415,/team/1415/australia/fifa12_8/,77,76,79,78,110082,/team/110082/serbia/fifa18wc_247/
423,2011-06-07 00:00:00.000000,Brazil,Romania,1,0,Friendly,São Paulo,Brazil,0,3,1425,42,607,-39,818,W,0,1,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,71,73,70,74,1356,/team/1356/romania/fifa12_8/
424,2011-06-07 00:00:00.000000,Ecuador,Greece,1,1,Friendly,New York,USA,1,64,523,12,985,52,-462,D,1,0,0,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/,74,71,72,74,1338,/team/1338/greece/fifa12_8/
425,2011-06-07 00:00:00.000000,Japan,Czech Republic,0,0,Kirin Cup,Yokohama,Japan,0,14,961,32,722,-18,239,D,1,1,0,75,76,77,73,1411,/team/1411/japan/fifa18wc_247/,75,73,75,75,1330,/team/1330/czech-republic/fifa13_11/
426,2011-06-07 00:00:00.000000,Paraguay,Bolivia,0,0,Copa Paz del Chaco,Luque,Paraguay,0,23,847,102,312,-79,535,D,1,1,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/
427,2011-06-07 00:00:00.000000,Russia,Cameroon,0,0,Friendly,Salzburg,Austria,1,18,896,49,572,-31,324,D,1,0,0,79,81,79,78,1357,/team/1357/russia/fifa12_8/,76,88,72,75,1395,/team/1395/cameroon/fifa12_8/
428,2011-06-07 00:00:00.000000,Sweden,Finland,5,0,UEFA Euro qualification,Solna,Sweden,0,28,802,81,416,-53,386,W,0,1,0,76,88,76,73,1363,/team/1363/sweden/fifa12_8/,70,69,73,70,1334,/team/1334/finland/fifa12_8/
429,2011-06-07 00:00:00.000000,Venezuela,Spain,0,3,Friendly,Puerto la Cruz,Venezuela,0,68,489,1,1857,67,-1368,L,2,1,0,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/,86,88,87,84,1362,/team/1362/spain/fifa12_8/
430,2011-06-08 00:00:00.000000,Uruguay,Netherlands,1,1,Friendly,Montevideo,Uruguay,0,7,1094,2,1702,5,-608,D,1,1,0,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/,81,86,85,76,105035,/team/105035/netherlands/fifa12_8/
431,2011-06-09 00:00:00.000000,Poland,France,0,1,Friendly,Warsaw,Poland,0,71,449,19,883,52,-434,L,2,1,0,74,77,74,70,1353,/team/1353/poland/fifa12_8/,83,84,83,81,1335,/team/1335/france/fifa12_8/
432,2011-06-11 00:00:00.000000,Mexico,Venezuela,0,3,Friendly,Las Vegas,USA,1,28,802,68,489,-40,313,L,2,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
433,2011-06-11 00:00:00.000000,Paraguay,Romania,2,0,Friendly,Asunción,Paraguay,0,23,847,42,607,-19,240,W,0,1,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,71,73,70,74,1356,/team/1356/romania/fifa12_8/
434,2011-06-12 00:00:00.000000,Mexico,Costa Rica,4,1,Gold Cup,Chicago,USA,1,28,802,56,541,-28,261,W,0,0,0,75,82,75,75,1386,/team/1386/mexico/fifa12_8/,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/
435,2011-06-14 00:00:00.000000,Canada,Panama,1,1,Gold Cup,Kansas City,USA,1,76,439,67,493,9,-54,D,1,0,0,65,64,61,65,111455,/team/111455/canada/fifa16_19/,69,68,69,69,111475,/team/111475/panama/fifa18wc_247/
436,2011-06-22 00:00:00.000000,Colombia,Mexico,0,0,Friendly,Pereira,Colombia,0,50,564,28,802,22,-238,D,1,1,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
437,2011-06-23 00:00:00.000000,Paraguay,Chile,0,0,Friendly,Asunción,Paraguay,0,23,847,13,967,10,-120,D,1,1,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,77,82,79,71,111459,/team/111459/chile/fifa12_8/
438,2011-06-25 00:00:00.000000,Colombia,Senegal,2,0,Friendly,Medellín,Colombia,0,50,564,40,613,10,-49,W,0,1,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,76,77,77,76,1667,/team/1667/senegal/fifa18wc_247/
439,2011-06-25 00:00:00.000000,Ecuador,Mexico,0,1,Friendly,Quito,Ecuador,0,64,523,28,802,36,-279,L,2,1,0,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
440,2011-06-27 00:00:00.000000,Bolivia,Mexico,0,1,Friendly,Buenos Aires,Argentina,1,102,312,28,802,74,-490,L,2,0,0,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
441,2011-06-28 00:00:00.000000,Peru,Senegal,1,0,Friendly,Lima,Peru,0,54,548,40,613,14,-65,W,0,1,0,72,68,69,66,111108,/team/111108/peru/fifa12_8/,76,77,77,76,1667,/team/1667/senegal/fifa18wc_247/
442,2011-07-01 00:00:00.000000,Argentina,Bolivia,1,1,Copa América,La Plata,Argentina,0,5,1267,102,312,-97,955,D,1,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/
443,2011-07-02 00:00:00.000000,Colombia,Costa Rica,1,0,Copa América,San Salvador de Jujuy,Argentina,1,50,564,56,541,-6,23,W,0,0,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/
444,2011-07-03 00:00:00.000000,Brazil,Venezuela,0,0,Copa América,La Plata,Argentina,1,3,1425,68,489,-65,936,D,1,0,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
445,2011-07-03 00:00:00.000000,Paraguay,Ecuador,0,0,Copa América,Santa Fe,Argentina,1,23,847,64,523,-41,324,D,1,0,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
446,2011-07-04 00:00:00.000000,Chile,Mexico,2,1,Copa América,San Juan,Argentina,1,13,967,28,802,-15,165,W,0,0,0,77,82,79,71,111459,/team/111459/chile/fifa12_8/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
447,2011-07-04 00:00:00.000000,Uruguay,Peru,1,1,Copa América,San Juan,Argentina,1,7,1094,54,548,-47,546,D,1,0,0,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/,72,68,69,66,111108,/team/111108/peru/fifa12_8/
448,2011-07-06 00:00:00.000000,Argentina,Colombia,0,0,Copa América,Santa Fe,Argentina,0,5,1267,50,564,-45,703,D,1,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,76,86,75,76,111109,/team/111109/colombia/fifa12_8/
449,2011-07-07 00:00:00.000000,Bolivia,Costa Rica,0,2,Copa América,San Salvador de Jujuy,Argentina,1,102,312,56,541,46,-229,L,2,0,0,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/
450,2011-07-08 00:00:00.000000,Peru,Mexico,1,0,Copa América,Mendoza,Argentina,1,54,548,28,802,26,-254,W,0,0,0,72,68,69,66,111108,/team/111108/peru/fifa12_8/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
451,2011-07-08 00:00:00.000000,Uruguay,Chile,1,1,Copa América,Mendoza,Argentina,1,7,1094,13,967,-6,127,D,1,0,0,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/,77,82,79,71,111459,/team/111459/chile/fifa12_8/
452,2011-07-09 00:00:00.000000,Brazil,Paraguay,2,2,Copa América,Córdoba,Argentina,1,3,1425,23,847,-20,578,D,1,0,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
453,2011-07-09 00:00:00.000000,Venezuela,Ecuador,1,0,Copa América,Salta,Argentina,1,68,489,64,523,4,-34,W,0,0,0,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
454,2011-07-10 00:00:00.000000,Colombia,Bolivia,2,0,Copa América,Santa Fe,Argentina,1,50,564,102,312,-52,252,W,0,0,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/
455,2011-07-11 00:00:00.000000,Argentina,Costa Rica,3,0,Copa América,Córdoba,Argentina,0,5,1267,56,541,-51,726,W,0,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/
456,2011-07-12 00:00:00.000000,Chile,Peru,1,0,Copa América,Mendoza,Argentina,1,13,967,54,548,-41,419,W,0,0,0,77,82,79,71,111459,/team/111459/chile/fifa12_8/,72,68,69,66,111108,/team/111108/peru/fifa12_8/
457,2011-07-12 00:00:00.000000,Uruguay,Mexico,1,0,Copa América,La Plata,Argentina,1,7,1094,28,802,-21,292,W,0,0,0,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/,75,82,75,75,1386,/team/1386/mexico/fifa12_8/
458,2011-07-13 00:00:00.000000,Brazil,Ecuador,4,2,Copa América,Córdoba,Argentina,1,3,1425,64,523,-61,902,W,0,0,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
459,2011-07-13 00:00:00.000000,Paraguay,Venezuela,3,3,Copa América,Salta,Argentina,1,23,847,68,489,-45,358,D,1,0,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
460,2011-07-16 00:00:00.000000,Argentina,Uruguay,1,1,Copa América,Santa Fe,Argentina,0,5,1267,7,1094,-2,173,D,1,1,0,83,87,82,79,1369,/team/1369/argentina/fifa12_8/,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/
461,2011-07-16 00:00:00.000000,Colombia,Peru,0,2,Copa América,Córdoba,Argentina,1,50,564,54,548,-4,16,L,2,0,0,76,86,75,76,111109,/team/111109/colombia/fifa12_8/,72,68,69,66,111108,/team/111108/peru/fifa12_8/
462,2011-07-17 00:00:00.000000,Brazil,Paraguay,0,0,Copa América,La Plata,Argentina,1,3,1425,23,847,-20,578,D,1,0,0,83,84,80,83,1370,/team/1370/brazil/fifa12_8/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
463,2011-07-17 00:00:00.000000,Chile,Venezuela,1,2,Copa América,San Juan,Argentina,1,13,967,68,489,-55,478,L,2,0,0,77,82,79,71,111459,/team/111459/chile/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
464,2011-07-19 00:00:00.000000,Peru,Uruguay,0,2,Copa América,La Plata,Argentina,1,54,548,7,1094,47,-546,L,2,0,0,72,68,69,66,111108,/team/111108/peru/fifa12_8/,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/
465,2011-07-20 00:00:00.000000,Paraguay,Venezuela,0,0,Copa América,Mendoza,Argentina,1,23,847,68,489,-45,358,D,1,0,0,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
466,2011-07-23 00:00:00.000000,Peru,Venezuela,4,1,Copa América,La Plata,Argentina,1,54,548,68,489,-14,59,W,0,0,0,72,68,69,66,111108,/team/111108/peru/fifa12_8/,71,74,69,70,111487,/team/111487/venezuela/fifa13_11/
467,2011-07-24 00:00:00.000000,Uruguay,Paraguay,3,0,Copa América,Buenos Aires,Argentina,1,7,1094,23,847,-16,247,W,0,0,0,79,84,75,77,1377,/team/1377/uruguay/fifa12_8/,74,79,73,70,1375,/team/1375/paraguay/fifa13_11/
468,2011-08-10 00:00:00.000000,Bolivia,Panama,1,3,Friendly,Santa Cruz,Bolivia,0,102,312,67,493,35,-181,L,2,1,0,66,67,65,64,111451,/team/111451/bolivia/fifa13_11/,69,68,69,69,111475,/team/111475/panama/fifa18wc_247/
469,2011-08-10 00:00:00.000000,Costa Rica,Ecuador,0,2,Friendly,San José,Costa Rica,0,56,541,64,523,-8,18,L,2,1,0,73,69,73,73,1383,/team/1383/costa-rica/fifa18wc_247/,70,76,76,66,111465,/team/111465/ecuador/fifa12_8/
470,2011-08-10 00:00:00.000000,France,Chile,1,1,Friendly,Montpellier,France,0,19,883,13,967,6,-84,D,1,1,0,83,84,83,81,1335,/team/1335/france/fifa12_8/,77,82,79,71,111459,/team/111459/chile/fifa12_8/
471,2011-08-10 00:00:00.000000,Germany,Brazil,3,2,Friendly,Stuttgart,Germany,0,4,1413,3,1425,1,-12,W,0,1,0,83,86,84,82,1337,/team/1337/germany/fifa12_8/,83,84,80,83,1370,/team/1370/brazil/fifa12_8/
472,2011-08-10 00:00:00.000000,Hungary,Iceland,4,0,Friendly,Budapest,Hungary,0,52,559,116,254,-64,305,W,0,1,0,71,70,74,68,1886,/team/1886/hungary/fifa12_8/,71,77,71,69,1341,/team/1341/iceland/fifa18_174/
