,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff,home_hrva_rwma,home_hrvap_rwma,home_hrva_rmean,home_hrvap_rmean
1034,2015-06-27,Mexico,Costa Rica,2,2,Friendly,Orlando,USA,1,23,926,14,1056,9,-130,D,1,0,0,76,77,75,76,1386,1386-16-158159,14,73,69,73,73,1383,1383-08-155359,3,4,7,2,1,1386-16-158159,27.33333333333333,29.33333333333333,26.5,181.33333333333331,183.5,176.0,74.0,77.16666666666667,69.5,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,-2.5,1.333333333333332,-0.25,1.3333333333333428,4.5,-6.0,-2.3333333333333286,7.166666666666671,-8.25,0.16380325337893195,0.24061554535512367,0.23958333333333334,0.2760416666666667
1035,2015-06-29,Chile,Peru,2,1,Copa América,Santiago,Chile,0,19,989,61,546,-42,443,W,0,1,0,78,78,77,75,111459,111459-16-158159,14,72,76,72,71,111108,111108-16-158159,7,7,-1,5,0,111459-16-158159,26.0,29.75,28.0,169.0,179.25,173.66666666666663,62.0,78.25,71.83333333333333,111108-16-158159,36.0,25.0,27.0,184.0,181.0,177.83333333333337,84.0,74.0,73.33333333333333,1.0,-6.25,1.0,-12.0,-4.75,-4.166666666666686,-12.0,-5.75,-1.5,0.3293664105878567,0.24753547069862653,0.23333333333333334,0.21666666666666667
1036,2015-06-30,Argentina,Paraguay,6,1,Copa América,Concepción,Chile,1,3,1496,85,382,-82,1114,W,0,0,0,81,84,82,79,1369,1369-16-158159,19,72,72,71,72,1375,1375-16-158159,8,12,7,11,0,1369-16-158159,30.5,28.0,27.33333333333333,173.0,183.16666666666663,181.66666666666663,73.0,78.33333333333333,75.66666666666667,1375-16-158159,27.5,28.8,26.5,183.0,181.0,178.0,78.0,80.8,74.75,1.6999999999999993,0.5,0.8333333333333321,-8.0,0.1666666666666572,3.6666666666666567,-7.799999999999998,0.3333333333333286,0.9166666666666714,0.4401610056998555,0.4199713765863276,0.3939393939393939,0.3560606060606061
1037,2015-07-03,Peru,Paraguay,2,0,Copa América,Concepción,Chile,1,61,546,85,382,-24,164,W,0,0,0,72,76,72,71,111108,111108-16-158159,7,72,72,71,72,1375,1375-16-158159,8,4,-1,1,0,111108-16-158159,36.0,25.0,27.0,184.0,181.0,177.83333333333337,84.0,74.0,73.33333333333333,1375-16-158159,27.5,28.8,26.5,183.0,181.0,178.0,78.0,80.8,74.75,7.199999999999998,-2.5,0.5,3.0,-2.0,-0.1666666666666572,3.200000000000003,-4.0,-1.4166666666666714,-0.22119213499698115,-0.19033211713947495,-0.25925925925925924,-0.2222222222222222
1038,2015-07-04,Chile,Argentina,0,0,Copa América,Santiago,Chile,0,19,989,3,1496,16,-507,D,1,1,0,78,78,77,75,111459,111459-16-158159,14,81,84,82,79,1369,1369-16-158159,19,-1,-9,-5,0,111459-16-158159,26.0,29.75,28.0,169.0,179.25,173.66666666666663,62.0,78.25,71.83333333333333,1369-16-158159,30.5,28.0,27.33333333333333,173.0,183.16666666666663,181.66666666666663,73.0,78.33333333333333,75.66666666666667,-2.0,-0.75,0.6666666666666679,-14.166666666666654,6.25,-8.0,-16.33333333333333,5.25,-3.8333333333333433,0.36208024425456425,0.2598508136052477,0.2459016393442623,0.22131147540983606
1039,2015-07-13,USA,Panama,1,1,Gold Cup,Kansas City,USA,0,34,748,62,549,-28,199,D,1,1,0,74,75,74,72,1387,1387-16-158159,13,69,68,68,68,111475,111475-18-158904,1,7,4,6,0,1387-16-158159,26.33333333333333,26.0,28.75,185.66666666666663,188.0,181.5,77.66666666666667,81.5,74.0,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,-0.6666666666666679,-10.0,2.3500000000000014,2.8666666666666467,1.0,1.5,-0.13333333333332575,-1.5,-0.7999999999999972,0.456726590846501,0.2747160501525105,0.39080459770114945,0.21839080459770116
1040,2015-07-14,Canada,Costa Rica,0,0,Gold Cup,Toronto,Canada,0,103,328,41,695,62,-367,D,1,1,0,66,66,65,64,111455,111455-16-158159,5,73,69,73,73,1383,1383-08-155359,3,-7,-5,-8,0,111455-16-158159,23.33333333333333,28.75,27.0,185.33333333333331,184.5,173.25,80.0,78.0,71.75,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,-6.5,0.75,0.25,5.333333333333343,5.5,-8.75,3.666666666666672,8.0,-6.0,-0.01999112550925076,-0.0005300410331241548,0.05714285714285714,0.08571428571428572
1041,2015-07-19,Mexico,Costa Rica,1,0,Gold Cup,East Rutherford,USA,1,40,697,41,695,-1,2,W,0,0,0,76,77,75,76,1386,1386-16-158159,14,73,69,73,73,1383,1383-08-155359,3,4,7,2,0,1386-16-158159,27.33333333333333,29.33333333333333,26.5,181.33333333333331,183.5,176.0,74.0,77.16666666666667,69.5,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,-2.5,1.333333333333332,-0.25,1.3333333333333428,4.5,-6.0,-2.3333333333333286,7.166666666666671,-8.25,0.1362582192985417,0.19914418361812675,0.25,0.2826086956521739
1042,2015-07-22,Panama,Mexico,1,2,Gold Cup,Atlanta,USA,1,62,549,40,697,22,-148,L,2,0,0,69,68,68,68,111475,111475-18-158904,1,76,77,75,76,1386,1386-16-158159,14,-8,-9,-7,0,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,1386-16-158159,27.33333333333333,29.33333333333333,26.5,181.33333333333331,183.5,176.0,74.0,77.16666666666667,69.5,6.666666666666668,-0.3333333333333321,-0.10000000000000142,3.5,1.4666666666666686,4.0,5.833333333333329,3.799999999999997,5.299999999999997,0.06671801378817084,0.10682557169582857,0.10294117647058823,0.1323529411764706
1043,2015-07-25,USA,Panama,1,1,Gold Cup,Chester,USA,0,34,748,62,549,-28,199,D,1,1,0,74,75,74,72,1387,1387-16-158159,13,69,68,68,68,111475,111475-18-158904,1,7,4,6,0,1387-16-158159,26.33333333333333,26.0,28.75,185.66666666666663,188.0,181.5,77.66666666666667,81.5,74.0,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,-0.6666666666666679,-10.0,2.3500000000000014,2.8666666666666467,1.0,1.5,-0.13333333333332575,-1.5,-0.7999999999999972,0.3907163631754083,0.16440384995257806,0.367816091954023,0.19540229885057472
1044,2015-09-03,Bulgaria,Norway,0,1,UEFA Euro qualification,Sofia,Bulgaria,0,68,503,69,496,-1,7,L,2,1,0,69,68,71,68,1327,1327-16-158159,10,72,70,72,72,1352,1352-16-158159,9,-4,-2,-1,0,1327-16-158159,29.0,30.8,25.0,183.0,180.6,181.4,78.0,70.4,74.2,1352-16-158159,27.0,24.6,25.4,187.0,186.6,182.0,86.0,83.6,75.4,4.399999999999999,3.8000000000000007,-0.3999999999999986,-3.5999999999999943,-6.400000000000006,-0.5999999999999943,-5.599999999999994,-15.599999999999996,-1.2000000000000028,-0.020309253976765695,-0.009455875243931383,0.1111111111111111,0.12962962962962962
1045,2015-09-03,Netherlands,Iceland,0,1,UEFA Euro qualification,Amsterdam,Netherlands,0,12,1054,23,894,-11,160,L,2,1,0,80,80,82,75,105035,105035-16-158159,17,72,72,74,69,1341,1341-18-158904,2,11,3,8,0,105035-16-158159,24.0,21.8,26.66666666666667,183.66666666666663,187.4,175.0,82.33333333333333,83.8,72.66666666666667,1341-18-158904,25.0,30.8,28.6,190.0,189.6,181.6,85.0,80.8,76.4,-6.800000000000002,-3.1999999999999997,-1.9333333333333336,-5.933333333333337,-2.5999999999999943,-6.599999999999994,1.5333333333333314,-1.2000000000000028,-3.7333333333333343,0.5322100210834505,0.5522502105344389,0.6,0.6066666666666667
1046,2015-09-04,Germany,Poland,3,1,UEFA Euro qualification,Frankfurt am Main,Germany,0,3,1248,34,764,-31,484,W,0,1,0,84,78,83,81,1337,1337-16-158159,20,76,87,73,73,1353,1353-16-158159,11,5,-6,10,0,1337-16-158159,25.0,25.4,25.0,186.0,190.2,181.8,75.0,87.4,76.6,1353-16-158159,24.66666666666667,29.5,26.75,183.66666666666663,190.5,177.5,78.33333333333333,83.0,76.5,-4.5,0.7333333333333307,-1.75,-4.5,6.533333333333331,4.300000000000011,-8.0,9.066666666666675,0.09999999999999433,0.7300537537176708,0.722971205853409,0.6666666666666666,0.6071428571428571
1047,2015-09-04,Greece,Finland,0,1,UEFA Euro qualification,Piraeus,Greece,0,44,657,92,351,-48,306,L,2,1,0,76,76,73,78,1338,1338-16-158159,13,70,69,68,68,1334,1334-16-158159,6,8,9,5,0,1338-16-158159,26.0,30.0,27.66666666666667,180.66666666666663,187.4,187.33333333333331,77.33333333333333,80.2,79.66666666666667,1334-16-158159,24.0,25.4,25.25,188.0,186.6,183.5,81.0,81.4,75.5,0.6000000000000014,6.0,2.416666666666668,-5.933333333333337,-0.5999999999999943,3.8333333333333433,-4.066666666666677,-0.7999999999999972,4.166666666666671,0.11663218701039196,0.12691445552870256,0.28378378378378377,0.2972972972972973
1048,2015-09-04,Hungary,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,0,37,740,7,1176,30,-436,D,1,1,0,71,72,70,68,1886,1886-16-158159,9,73,72,73,72,1356,1356-16-158159,11,0,-4,-3,0,1886-16-158159,27.0,29.8,27.6,180.0,189.2,179.4,81.0,85.0,71.2,1356-16-158159,28.0,28.2,27.4,178.0,186.0,178.4,76.0,78.2,75.8,-1.1999999999999993,1.8000000000000007,0.20000000000000284,-6.0,11.199999999999989,1.0,2.799999999999997,9.0,-4.599999999999994,0.1892348674956972,0.19042397366017522,0.05555555555555555,0.046296296296296294
1049,2015-09-04,Portugal,France,0,1,Friendly,Lisbon,Portugal,0,6,1186,24,893,-18,293,L,2,1,0,80,85,80,79,1354,1354-16-158159,16,82,81,81,79,1335,1335-16-158159,18,6,-2,-1,1,1354-16-158159,30.0,29.4,26.6,185.0,182.2,177.8,80.0,76.6,68.6,1335-16-158159,23.66666666666667,25.6,26.0,183.0,183.8,181.0,77.0,77.6,76.0,4.399999999999999,5.733333333333332,0.6000000000000014,1.1999999999999886,-0.8000000000000114,-3.1999999999999886,2.4000000000000057,-0.4000000000000057,-7.400000000000006,0.44993595226417166,0.39869311536755875,0.41975308641975306,0.4074074074074074
1050,2015-09-05,Chile,Paraguay,3,2,Friendly,Santiago,Chile,0,8,1149,55,592,-47,557,W,0,1,0,78,78,77,75,111459,111459-16-158159,14,72,72,71,72,1375,1375-16-158159,8,6,3,6,1,111459-16-158159,26.0,29.75,28.0,169.0,179.25,173.66666666666663,62.0,78.25,71.83333333333333,1375-16-158159,27.5,28.8,26.5,183.0,181.0,178.0,78.0,80.8,74.75,-2.8000000000000007,2.25,1.5,-12.0,-3.75,-4.333333333333344,-18.8,0.25,-2.9166666666666714,0.36208024425456425,0.2598508136052477,0.2459016393442623,0.22131147540983606
1051,2015-09-05,Costa Rica,Brazil,0,1,Friendly,Harrison,USA,1,39,731,5,1209,34,-478,L,2,0,0,73,69,73,73,1383,1383-08-155359,3,83,84,81,84,1370,1370-16-158159,20,-15,-11,-8,1,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,1370-16-158159,25.5,27.8,26.5,177.0,182.8,179.25,76.5,79.2,72.25,0.1999999999999993,4.333333333333332,0.25,-3.8000000000000114,3.0,2.75,-9.200000000000003,-0.1666666666666714,5.5,0.2344834710083097,0.24568020818731626,0.2,0.21666666666666667
1052,2015-09-05,Russia,Sweden,1,0,UEFA Euro qualification,Moscow,Russia,0,32,780,36,756,-4,24,W,0,1,0,78,79,78,76,1357,1357-16-158159,12,75,79,74,75,1363,1363-16-158159,11,4,-3,4,0,1357-16-158159,24.66666666666667,31.8,29.66666666666667,183.33333333333331,184.2,180.66666666666663,81.0,79.6,76.0,1363-16-158159,28.33333333333333,30.4,28.0,186.66666666666663,189.6,178.0,82.0,81.8,73.66666666666667,-5.733333333333332,3.466666666666669,1.666666666666668,-6.266666666666652,-2.466666666666669,2.6666666666666567,-0.7999999999999972,-2.4000000000000057,2.3333333333333286,0.22731099139161068,0.24312022251557378,0.3484848484848485,0.3484848484848485
1053,2015-09-05,Switzerland,Slovenia,3,2,UEFA Euro qualification,Basel,Switzerland,0,17,1011,45,653,-28,358,W,0,1,0,78,76,76,78,1364,1364-16-158159,11,74,73,74,71,1361,1361-16-158159,10,5,5,2,0,1364-16-158159,25.5,25.25,26.4,187.0,187.25,179.2,86.0,81.75,75.4,1361-16-158159,31.0,29.8,25.0,188.33333333333331,186.4,184.33333333333331,79.0,80.6,77.0,-4.300000000000002,-5.75,1.3999999999999986,0.5999999999999943,-1.0833333333333428,-5.133333333333353,5.400000000000006,2.75,-1.5999999999999943,0.3370397044835855,0.3292589479681089,0.2962962962962963,0.26851851851851855
1054,2015-09-06,Italy,Bulgaria,1,0,UEFA Euro qualification,Palermo,Italy,0,16,1012,68,503,-52,509,W,0,1,0,81,78,81,82,1343,1343-16-158159,18,69,68,71,68,1327,1327-16-158159,10,10,14,10,0,1343-16-158159,26.75,28.4,26.0,182.75,186.8,175.5,75.5,81.4,71.0,1327-16-158159,29.0,30.8,25.0,183.0,180.6,181.4,78.0,70.4,74.2,-4.050000000000002,-0.6000000000000014,1.0,2.1500000000000057,3.8000000000000114,-5.900000000000006,5.099999999999994,3.4000000000000057,-3.200000000000003,0.3894940403453234,0.40937042842814647,0.4819277108433735,0.4939759036144578
1055,2015-09-06,Norway,Croatia,2,0,UEFA Euro qualification,Oslo,Norway,0,69,496,14,1037,55,-541,W,0,1,0,72,70,72,72,1352,1352-16-158159,9,80,80,82,78,1328,1328-18-159068,6,-8,-8,-10,0,1352-16-158159,27.0,24.6,25.4,187.0,186.6,182.0,86.0,83.6,75.4,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-1.1999999999999993,-6.399999999999999,-1.6000000000000014,1.1999999999999886,-3.4000000000000057,0.8000000000000114,6.400000000000006,-1.4000000000000057,1.0,0.1635852036784864,0.188817354076402,0.1568627450980392,0.1568627450980392
1056,2015-09-07,France,Serbia,2,1,Friendly,Bordeaux,France,0,24,893,66,528,-42,365,W,0,1,0,82,81,81,79,1335,1335-16-158159,18,78,75,79,76,110082,110082-13-157186,6,5,4,2,1,1335-16-158159,23.66666666666667,25.6,26.0,183.0,183.8,181.0,77.0,77.6,76.0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,-2.1333333333333333,2.6000000000000014,4.399999999999999,-4.599999999999994,-3.1999999999999886,-4.599999999999994,-6.200000000000002,-4.400000000000006,0.0,0.38227462343414653,0.3923476895377822,0.37333333333333335,0.38666666666666666
1057,2015-09-07,Northern Ireland,Hungary,1,1,UEFA Euro qualification,Belfast,Northern Ireland,0,41,687,37,740,4,-53,D,1,1,0,70,70,70,69,110081,110081-16-158159,5,71,72,70,68,1886,1886-16-158159,9,2,-3,0,0,110081-16-158159,27.0,28.8,27.0,193.0,187.6,178.2,70.0,79.4,76.8,1886-16-158159,27.0,29.8,27.6,180.0,189.2,179.4,81.0,85.0,71.2,-2.8000000000000007,1.8000000000000007,-0.6000000000000014,3.8000000000000114,7.599999999999994,-1.200000000000017,-15.0,-1.5999999999999943,5.599999999999994,-0.0641456209217562,-0.03138938000394574,-0.07272727272727272,-0.06363636363636363
1058,2015-09-07,Romania,Greece,0,0,UEFA Euro qualification,Bucharest,Romania,0,7,1176,44,657,-37,519,D,1,1,0,73,72,73,72,1356,1356-16-158159,11,76,76,73,78,1338,1338-16-158159,13,-6,-4,0,0,1356-16-158159,28.0,28.2,27.4,178.0,186.0,178.4,76.0,78.2,75.8,1338-16-158159,26.0,30.0,27.66666666666667,180.66666666666663,187.4,187.33333333333331,77.33333333333333,80.2,79.66666666666667,-2.0,2.1999999999999997,-0.2666666666666693,-9.400000000000006,5.333333333333343,-8.933333333333337,-4.200000000000003,0.8666666666666742,-3.866666666666674,0.27003481485330005,0.2942038667772279,0.2711864406779661,0.2966101694915254
1059,2015-09-07,Scotland,Germany,2,3,UEFA Euro qualification,Glasgow,Scotland,0,31,789,3,1248,28,-459,L,2,1,0,74,76,74,72,1359,1359-16-158159,9,84,78,83,81,1337,1337-16-158159,20,-5,-6,-9,0,1359-16-158159,28.0,26.6,27.4,186.0,185.4,176.0,76.0,73.6,71.6,1337-16-158159,25.0,25.4,25.0,186.0,190.2,181.8,75.0,87.4,76.6,2.6000000000000014,1.6000000000000014,2.3999999999999986,-4.199999999999989,-0.5999999999999943,-5.800000000000012,-11.400000000000004,-1.4000000000000057,-5.0,0.044847147877994,0.07899784081695138,0.09433962264150944,0.1320754716981132
1060,2015-09-08,England,Switzerland,2,0,UEFA Euro qualification,London,England,0,10,1143,17,1011,-7,132,W,0,1,0,80,79,80,80,1318,1318-16-158159,16,78,76,76,78,1364,1364-16-158159,11,1,4,4,0,1318-16-158159,25.0,26.2,25.75,182.0,186.8,177.25,74.0,79.0,70.75,1364-16-158159,25.5,25.25,26.4,187.0,187.25,179.2,86.0,81.75,75.4,-0.25,0.6999999999999993,-0.6499999999999986,-5.25,-0.19999999999998866,-1.9499999999999889,-7.75,-7.0,-4.650000000000006,0.5627836412427247,0.5847793798196881,0.5384615384615384,0.5230769230769231
1061,2015-09-08,India,Iran,0,3,FIFA World Cup qualification,Bangalore,India,0,155,160,40,716,115,-556,L,2,1,0,58,61,55,57,111466,111466-16-158159,1,74,76,71,71,111115,111115-17-158729,3,-10,-19,-16,0,111466-16-158159,26.0,24.6,25.33333333333333,175.33333333333337,179.6,177.0,72.33333333333333,73.4,74.0,111115-17-158729,21.0,25.5,25.0,186.0,184.0,183.83333333333331,79.0,78.75,76.16666666666667,0.5,3.6000000000000014,0.3333333333333321,-8.666666666666657,-6.400000000000006,-6.833333333333344,-6.416666666666671,-5.599999999999994,-2.1666666666666714,0.052010217239694116,-0.06504220248992422,0.12307692307692308,-0.046153846153846156
1062,2015-09-08,Mexico,Argentina,2,2,Friendly,Arlington,USA,1,26,848,1,1442,25,-594,D,1,0,0,76,77,75,76,1386,1386-16-158159,14,81,84,82,79,1369,1369-16-158159,19,-2,-8,-7,1,1386-16-158159,27.33333333333333,29.33333333333333,26.5,181.33333333333331,183.5,176.0,74.0,77.16666666666667,69.5,1369-16-158159,30.5,28.0,27.33333333333333,173.0,183.16666666666663,181.66666666666663,73.0,78.33333333333333,75.66666666666667,-0.6666666666666679,-1.166666666666668,-0.8333333333333321,-1.8333333333333144,10.5,-5.666666666666656,-4.333333333333329,4.166666666666671,-6.166666666666671,0.21847040570969498,0.2753707933942257,0.26595744680851063,0.2978723404255319
1063,2015-09-08,South Africa,Senegal,1,0,Friendly,Johannesburg,South Africa,0,72,469,38,734,34,-265,W,0,1,0,72,68,71,72,111099,111099-16-158159,8,76,77,77,76,1667,1667-18-158904,7,-8,-5,-6,1,111099-16-158159,26.0,25.0,24.4,175.0,180.0,172.8,75.0,74.0,67.8,1667-18-158904,22.0,27.0,27.0,180.0,185.6,181.5,74.25,78.6,74.5,-1.0,3.0,-2.6000000000000014,-10.599999999999994,0.0,-8.699999999999989,-3.5999999999999943,-0.25,-6.700000000000002,0.14532431676446042,-0.03982827133226411,0.0684931506849315,-0.0684931506849315
1064,2015-09-08,Sweden,Austria,1,4,UEFA Euro qualification,Solna,Sweden,0,36,756,13,1038,23,-282,L,2,1,0,75,79,74,75,1363,1363-16-158159,11,75,72,78,75,1322,1322-16-158159,9,4,3,-4,0,1363-16-158159,28.33333333333333,30.4,28.0,186.66666666666663,189.6,178.0,82.0,81.8,73.66666666666667,1322-16-158159,30.0,27.16666666666667,26.66666666666667,191.0,187.0,182.33333333333331,86.5,81.66666666666667,78.0,1.1666666666666643,0.3999999999999986,1.333333333333332,-0.3333333333333428,-1.4000000000000057,-4.333333333333344,0.3333333333333286,-4.700000000000003,-4.333333333333329,0.2453912746820461,0.28010231173678957,0.2835820895522388,0.31343283582089554
1065,2015-09-08,Venezuela,Panama,1,1,Friendly,Puerto Ordaz,Venezuela,0,50,613,59,551,-9,62,D,1,1,0,71,72,69,71,111487,111487-16-158159,5,69,68,68,68,111475,111475-18-158904,1,4,3,1,1,111487-16-158159,25.0,28.6,28.0,189.0,184.8,175.8,85.0,79.8,70.6,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,-2.0,-7.399999999999999,1.6000000000000014,6.199999999999988,-2.1999999999999886,-4.199999999999989,7.200000000000002,-3.200000000000003,-4.200000000000003,-0.09552161689301868,-0.11416077312736986,-0.08333333333333333,-0.125
1066,2015-10-08,Argentina,Ecuador,0,2,FIFA World Cup qualification,Buenos Aires,Argentina,0,1,1419,31,765,-30,654,L,2,1,0,81,84,82,79,1369,1369-16-158159,19,72,72,74,70,111465,111465-16-158159,10,14,7,8,0,1369-16-158159,30.5,28.0,27.33333333333333,173.0,183.16666666666663,181.66666666666663,73.0,78.33333333333333,75.66666666666667,111465-16-158159,26.0,29.4,27.6,183.0,183.0,174.8,84.0,77.0,70.0,1.1000000000000014,2.0,-0.2666666666666693,-10.0,0.1666666666666572,6.866666666666646,-4.0,-5.666666666666671,5.666666666666671,0.4446667993274734,0.45078909208079787,0.417910447761194,0.3880597014925373
1067,2015-10-08,Bolivia,Uruguay,0,0,FIFA World Cup qualification,La Paz,Bolivia,0,67,510,20,919,47,-409,D,1,1,0,65,64,63,64,111451,111451-16-158159,3,76,74,74,80,1377,1377-16-158159,14,-16,-10,-11,0,111451-16-158159,27.0,27.857142857142854,26.33333333333333,179.0,176.85714285714286,180.66666666666663,79.0,72.57142857142857,71.0,1377-16-158159,25.0,27.857142857142854,30.0,181.5,180.42857142857144,173.0,73.5,77.0,69.0,-0.8571428571428577,2.8571428571428577,-3.666666666666668,-1.4285714285714164,-4.642857142857139,7.666666666666656,2.0,-0.9285714285714306,2.0,-0.40267255278416414,-0.35490399485006036,-0.46808510638297873,-0.425531914893617
1068,2015-10-08,Chile,Brazil,2,0,FIFA World Cup qualification,Santiago,Chile,0,9,1177,7,1204,2,-27,W,0,1,0,78,78,77,75,111459,111459-16-158159,14,83,84,81,84,1370,1370-16-158159,20,-6,-9,-4,0,111459-16-158159,26.0,29.75,28.0,169.0,179.25,173.66666666666663,62.0,78.25,71.83333333333333,1370-16-158159,25.5,27.8,26.5,177.0,182.8,179.25,76.5,79.2,72.25,-1.8000000000000007,4.25,1.5,-13.800000000000011,2.25,-5.583333333333344,-17.200000000000006,1.75,-0.4166666666666714,0.3444177932963937,0.22278492021893798,0.24193548387096775,0.20967741935483872
1069,2015-10-08,Colombia,Peru,2,0,FIFA World Cup qualification,Barranquilla,Colombia,0,5,1228,50,623,-45,605,W,0,1,0,78,82,76,75,111109,111109-16-158159,15,72,76,72,71,111108,111108-16-158159,7,11,-1,4,0,111109-16-158159,29.0,24.8,26.75,179.5,180.2,182.75,79.5,77.2,80.25,111108-16-158159,36.0,25.0,27.0,184.0,181.0,177.83333333333337,84.0,74.0,73.33333333333333,4.0,-11.2,-0.25,-1.5,-3.8000000000000114,4.916666666666657,5.5,-6.799999999999998,6.916666666666671,0.2307750292317386,0.256797722294715,0.13559322033898305,0.16101694915254236
1070,2015-10-08,Northern Ireland,Greece,3,1,UEFA Euro qualification,Belfast,Northern Ireland,0,35,724,44,676,-9,48,W,0,1,0,70,70,70,69,110081,110081-16-158159,5,76,76,73,78,1338,1338-16-158159,13,-8,-7,-3,0,110081-16-158159,27.0,28.8,27.0,193.0,187.6,178.2,70.0,79.4,76.8,1338-16-158159,26.0,30.0,27.66666666666667,180.66666666666663,187.4,187.33333333333331,77.33333333333333,80.2,79.66666666666667,-3.0,2.8000000000000007,-0.6666666666666679,5.599999999999994,6.933333333333337,-9.133333333333354,-10.200000000000003,2.0666666666666766,-2.8666666666666742,-0.061016566242593336,-0.05424843463828538,-0.09090909090909091,-0.08181818181818182
1071,2015-10-08,Portugal,Denmark,1,0,UEFA Euro qualification,Braga,Portugal,0,4,1235,28,835,-24,400,W,0,1,0,80,85,80,79,1354,1354-16-158159,16,76,75,76,75,1331,1331-16-158159,11,10,4,4,0,1354-16-158159,30.0,29.4,26.6,185.0,182.2,177.8,80.0,76.6,68.6,1331-16-158159,25.5,28.0,29.0,187.0,182.8,178.0,83.0,79.2,73.25,2.0,3.899999999999999,-2.3999999999999986,2.1999999999999886,-4.800000000000012,-0.19999999999998866,0.7999999999999972,-6.400000000000006,-4.650000000000006,0.502291857855782,0.5035171254379245,0.4177215189873418,0.4177215189873418
1072,2015-10-08,Romania,Finland,1,1,UEFA Euro qualification,Bucharest,Romania,0,13,1042,64,534,-51,508,D,1,1,0,73,72,73,72,1356,1356-16-158159,11,70,69,68,68,1334,1334-16-158159,6,4,3,5,0,1356-16-158159,28.0,28.2,27.4,178.0,186.0,178.4,76.0,78.2,75.8,1334-16-158159,24.0,25.4,25.25,188.0,186.6,183.5,81.0,81.4,75.5,2.6000000000000014,4.199999999999998,2.1499999999999986,-8.599999999999994,-2.0,-5.099999999999994,-5.400000000000006,-2.799999999999997,0.2999999999999972,0.25686238358886265,0.2554622109994097,0.26666666666666666,0.2833333333333333
1073,2015-10-08,Scotland,Poland,2,2,UEFA Euro qualification,Glasgow,Scotland,0,40,702,43,680,-3,22,D,1,1,0,74,76,74,72,1359,1359-16-158159,9,76,87,73,73,1353,1353-16-158159,11,3,-15,1,0,1359-16-158159,28.0,26.6,27.4,186.0,185.4,176.0,76.0,73.6,71.6,1353-16-158159,24.66666666666667,29.5,26.75,183.66666666666663,190.5,177.5,78.33333333333333,83.0,76.5,-1.5,1.9333333333333336,0.6499999999999986,-4.5,1.7333333333333485,-1.5,-7.0,-4.733333333333333,-4.900000000000006,-0.006121005677264477,0.001973555898697114,0.05660377358490566,0.07547169811320754
1074,2015-10-08,Venezuela,Paraguay,0,1,FIFA World Cup qualification,Ciudad Guayana,Venezuela,0,69,501,61,552,8,-51,L,2,1,0,71,72,69,71,111487,111487-16-158159,5,72,72,71,72,1375,1375-16-158159,8,0,-1,-2,0,111487-16-158159,25.0,28.6,28.0,189.0,184.8,175.8,85.0,79.8,70.6,1375-16-158159,27.5,28.8,26.5,183.0,181.0,178.0,78.0,80.8,74.75,-3.8000000000000007,1.1000000000000014,1.5,8.0,1.8000000000000114,-2.1999999999999886,4.200000000000003,1.7999999999999972,-4.150000000000007,-0.13964719171035006,-0.15737702440716622,-0.10204081632653061,-0.14285714285714285
