,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff,home_hrva_rwma,home_hrvap_rwma,home_hrva_rmean,home_hrvap_rmean
176,2011-02-09,Spain,Colombia,1,0,Friendly,Madrid,Spain,0,1,1887,48,558,-47,1329,W,0,1,0,87,85,86,82,1362,1362-12-156644,20,76,76,72,74,111109,111109-12-156644,6,11,6,14,1,1362-12-156644,28.0,28.0,27.25,179.0,183.6,178.0,73.5,81.8,71.25,111109-12-156644,25.0,29.75,25.25,179.66666666666663,181.5,180.75,73.66666666666667,78.5,81.0,-1.75,3.0,2.0,-2.5,3.9333333333333367,-2.75,-5.0,8.133333333333326,-9.75,0.7758138490633327,0.8028395756559251,0.6463414634146342,0.6646341463414634
177,2011-02-09,Turkey,Korea Republic,0,0,Friendly,Trabzon,Turkey,0,31,741,39,649,-8,92,D,1,1,0,77,74,77,73,1365,1365-12-156644,14,71,71,69,66,974,974-12-156644,12,8,2,8,1,1365-12-156644,24.33333333333333,27.0,28.66666666666667,183.0,185.2,176.66666666666663,73.33333333333333,80.8,76.33333333333333,974-12-156644,26.66666666666667,26.0,23.0,180.33333333333331,185.8,181.66666666666663,72.33333333333333,78.2,72.66666666666667,-1.666666666666668,0.3333333333333321,5.666666666666668,-2.800000000000012,4.866666666666647,-5.0,-4.866666666666674,8.466666666666669,3.6666666666666567,0.2085873089518935,0.26793588253337725,0.3157894736842105,0.3684210526315789
178,2011-02-09,Venezuela,Costa Rica,2,2,Friendly,Puerto la Cruz,Venezuela,0,60,515,69,467,-9,48,D,1,1,0,71,74,69,70,111487,111487-13-157186,5,73,69,73,73,1383,1383-08-155359,3,1,1,-4,1,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,-6.833333333333332,0.0,0.6499999999999986,8.0,4.400000000000006,-7.599999999999994,7.666666666666671,6.799999999999998,-5.950000000000002,-0.25558483431130324,-0.2997923636986513,-0.3225806451612903,-0.3387096774193548
179,2011-03-16,Argentina,Venezuela,4,1,Friendly,San Juan,Argentina,0,5,1338,60,515,-55,823,W,0,1,0,83,87,81,77,1369,1369-12-156644,18,71,74,69,70,111487,111487-13-157186,5,17,3,12,1,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,-4.666666666666668,2.75,1.8500000000000012,-6.400000000000006,-3.75,6.849999999999994,-2.466666666666669,-2.75,5.200000000000003,0.4573605942839122,0.43377590148438955,0.44155844155844154,0.44805194805194803
180,2011-03-25,Austria,Belgium,0,2,UEFA Euro qualification,Vienna,Austria,0,46,569,58,526,-12,43,L,2,1,0,73,73,69,72,1322,1322-12-156644,10,79,77,75,78,1325,1325-12-156644,10,-5,-5,-6,0,1322-12-156644,26.0,28.25,24.8,190.5,188.0,179.0,84.0,83.5,73.2,1325-12-156644,20.666666666666668,25.6,26.33333333333333,176.66666666666663,190.0,188.66666666666663,74.33333333333333,83.8,81.33333333333333,0.3999999999999986,7.583333333333332,-1.5333333333333314,0.5,11.333333333333346,-9.666666666666657,0.20000000000000284,9.166666666666671,-8.133333333333326,0.0492462349364228,0.007498545547937989,-0.022727272727272728,-0.056818181818181816
181,2011-03-25,Hungary,Netherlands,0,4,UEFA Euro qualification,Budapest,Hungary,0,41,632,2,1723,39,-1091,L,2,1,0,72,70,71,66,1886,1886-12-156644,7,83,81,82,74,105035,105035-12-156644,17,-4,-15,-11,0,1886-12-156644,30.0,28.0,26.8,180.0,189.6,182.2,74.0,82.8,76.2,105035-12-156644,28.5,26.0,28.6,186.0,186.5,178.8,78.0,81.75,74.6,4.0,-0.5,-1.8000000000000007,-6.5,3.5999999999999943,3.3999999999999773,-7.75,4.799999999999997,1.6000000000000083,0.04022300206410198,0.048886619373001,-0.06896551724137931,-0.0603448275862069
182,2011-03-25,Panama,Bolivia,2,0,Friendly,Panama City,Panama,0,67,475,96,344,-29,131,W,0,1,0,69,68,68,68,111475,111475-18-158904,1,66,71,64,66,111451,111451-13-157186,2,2,-3,4,1,111475-18-158904,36.0,27.0,26.4,187.0,182.8,180.0,83.0,77.8,74.8,111451-13-157186,28.5,28.8,21.75,181.0,178.6,170.75,80.0,76.0,66.5,7.199999999999998,-1.5,4.649999999999999,8.400000000000006,1.8000000000000114,9.25,7.0,-2.200000000000003,8.299999999999997,0.014669450955062046,-0.02013210469092322,-0.1111111111111111,-0.1349206349206349
183,2011-03-25,Serbia,Northern Ireland,2,1,UEFA Euro qualification,Belgrade,Serbia,0,23,837,43,615,-20,222,W,0,1,0,78,75,79,76,110082,110082-13-157186,6,72,67,68,70,110081,110081-12-156644,5,5,9,11,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,110081-12-156644,23.0,27.0,22.5,193.0,185.33333333333331,178.5,70.0,73.0,73.75,-4.0,2.8000000000000007,-0.8999999999999986,1.6666666666666572,-5.400000000000006,7.099999999999994,9.0,13.200000000000005,2.25,0.12443881506234467,0.1674416479267639,0.2222222222222222,0.3125
184,2011-03-25,Slovenia,Italy,0,1,UEFA Euro qualification,Ljubljana,Slovenia,0,17,897,14,965,3,-68,L,2,1,0,74,73,71,68,1361,1361-12-156644,10,82,83,80,80,1343,1343-12-156644,19,-7,-15,-9,0,1361-12-156644,25.66666666666667,26.8,25.0,190.0,184.8,180.66666666666663,77.33333333333333,80.4,74.33333333333333,1343-12-156644,26.0,26.5,28.4,174.0,188.75,182.6,75.5,78.75,77.8,-0.8333333333333321,0.8000000000000007,-3.3999999999999986,1.25,10.800000000000011,-1.933333333333337,-1.4166666666666714,4.900000000000006,-3.466666666666669,0.08993577853283598,0.0936015445271927,0.029850746268656716,0.014925373134328358
185,2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain,0,1,1887,30,751,-29,1136,W,0,1,0,87,85,86,82,1362,1362-12-156644,20,75,72,74,75,1330,1330-13-157186,14,10,10,12,0,1362-12-156644,28.0,28.0,27.25,179.0,183.6,178.0,73.5,81.8,71.25,1330-13-157186,26.5,27.33333333333333,28.66666666666667,185.5,184.16666666666663,180.66666666666663,77.5,78.5,75.0,0.6666666666666679,1.5,-1.416666666666668,-5.166666666666657,-1.9000000000000057,-2.6666666666666567,-5.0,4.299999999999997,-3.75,0.7867497643639821,0.836847418333707,0.6585365853658537,0.676829268292683
186,2011-03-26,Bulgaria,Switzerland,0,0,UEFA Euro qualification,Sofia,Bulgaria,0,49,555,22,841,27,-286,D,1,1,0,71,68,69,68,1327,1327-12-156644,10,76,70,74,75,1364,1364-12-156644,11,-7,-2,-5,0,1327-12-156644,27.0,24.16666666666667,30.0,191.0,184.5,182.25,77.0,77.0,77.0,1364-12-156644,21.5,25.8,24.25,187.0,188.4,177.25,79.0,84.2,73.25,1.1999999999999993,2.666666666666668,5.75,2.5999999999999943,-2.5,5.0,-7.200000000000002,-2.0,3.75,0.1543025107036349,0.19129176478023455,0.20689655172413793,0.25
187,2011-03-26,Colombia,Ecuador,2,0,Friendly,Madrid,Spain,1,48,558,52,542,-4,16,W,0,0,0,76,76,72,74,111109,111109-12-156644,6,71,71,71,63,111465,111465-12-156644,7,13,3,1,1,111109-12-156644,25.0,29.75,25.25,179.66666666666663,181.5,180.75,73.66666666666667,78.5,81.0,111465-12-156644,24.0,31.75,28.25,178.0,179.5,176.75,73.66666666666667,75.25,72.5,-6.75,5.75,-3.0,0.1666666666666572,3.5,4.0,-1.5833333333333286,4.833333333333329,8.5,-0.0295850309151559,-0.05847025435789633,0.06896551724137931,0.04597701149425287
188,2011-03-26,Mexico,Paraguay,3,1,Friendly,Oakland,USA,1,27,795,24,832,3,-37,W,0,0,0,76,75,72,74,1386,1386-12-156644,15,74,79,73,70,1375,1375-13-157186,11,5,-5,-1,1,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.66666666666666,77.0,69.25,1375-13-157186,28.0,31.8,28.0,189.0,181.8,175.8,81.0,79.2,69.6,-8.8,-0.25,-0.75,-10.133333333333354,-8.25,-0.05000000000001137,-18.53333333333334,-4.0,-0.3499999999999943,0.3511476678223058,0.38685562123155465,0.3333333333333333,0.3287037037037037
189,2011-03-26,Norway,Denmark,1,1,UEFA Euro qualification,Oslo,Norway,0,12,995,28,790,-16,205,D,1,1,0,75,75,74,73,1352,1352-12-156644,9,76,73,74,73,1331,1331-12-156644,12,2,0,0,0,1352-12-156644,25.5,29.6,27.5,184.0,185.6,179.0,78.5,82.4,73.25,1331-12-156644,27.5,28.0,26.0,184.5,188.2,178.25,76.0,80.8,74.0,-2.5,2.1000000000000014,1.5,-4.199999999999989,1.0999999999999943,0.75,-2.299999999999997,6.400000000000006,-0.75,0.2744332091894262,0.28976497142195745,0.16071428571428573,0.16071428571428573
190,2011-03-26,Portugal,Chile,1,1,Friendly,Leiria,Portugal,0,8,1090,15,950,-7,140,D,1,1,0,82,83,80,80,1354,1354-12-156644,16,76,74,74,70,111459,111459-12-156644,10,13,6,6,1,1354-12-156644,26.0,26.0,24.66666666666667,181.0,183.6,176.0,74.66666666666667,78.0,72.33333333333333,111459-12-156644,26.0,29.33333333333333,24.5,170.0,182.33333333333331,176.66666666666663,72.5,79.0,74.83333333333333,-3.333333333333332,0.0,0.16666666666666785,-1.3333333333333428,13.599999999999996,-0.6666666666666572,-4.333333333333329,5.5,-2.5,0.3172519290995043,0.2918888288973853,0.3972602739726027,0.363013698630137
191,2011-03-26,Senegal,Cameroon,1,0,African Cup of Nations qualification,Dakar,Senegal,0,70,465,38,650,32,-185,W,0,1,0,76,77,77,76,1667,1667-18-158904,7,76,74,72,73,1395,1395-12-156644,12,4,2,5,0,1667-18-158904,22.0,27.0,27.0,180.0,185.6,181.5,74.25,78.6,74.5,1395-12-156644,23.66666666666667,26.0,25.0,184.33333333333331,182.14285714285717,174.0,80.0,79.28571428571429,70.0,-4.0,3.333333333333332,2.0,-2.1428571428571392,1.2666666666666515,7.5,-5.035714285714292,-1.4000000000000057,4.5,0.22624421970991412,0.2398222896050947,0.31666666666666665,0.3333333333333333
192,2011-03-26,South Africa,Egypt,1,0,African Cup of Nations qualification,Johannesburg,South Africa,0,51,550,10,1036,41,-486,W,0,1,0,71,70,70,67,111099,111099-12-156644,8,70,65,68,68,111130,111130-12-156644,10,2,2,2,0,111099-12-156644,26.0,26.8,22.0,175.0,180.0,174.0,67.5,76.2,67.5,111130-12-156644,26.66666666666667,33.5,26.0,179.0,181.25,177.75,75.33333333333333,76.0,76.5,-7.5,0.13333333333333286,-4.0,-6.25,1.0,-3.75,-8.5,0.8666666666666742,-9.0,-0.020537304801549718,-0.17120768888781815,0.1375,0.09375
193,2011-03-26,USA,Argentina,1,1,Friendly,East Rutherford,USA,0,18,867,5,1338,13,-471,D,1,1,0,74,72,72,69,1387,1387-12-156644,12,83,87,81,77,1369,1369-12-156644,18,-5,-18,-9,1,1387-12-156644,25.0,29.6,27.25,179.5,181.6,183.25,73.0,73.8,78.0,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,-0.75,6.266666666666668,-2.0,-4.75,4.599999999999994,2.0,-8.25,-0.5333333333333314,1.0,0.3488967086857489,0.22776874838281425,0.3627450980392157,0.23039215686274508
194,2011-03-26,Wales,England,0,2,UEFA Euro qualification,Cardiff,Wales,0,113,261,6,1195,107,-934,L,2,1,0,73,70,75,72,1367,1367-14-157655,8,85,83,83,82,1318,1318-12-156644,17,-12,-11,-8,0,1367-14-157655,23.5,26.8,23.5,186.0,184.8,178.5,86.5,79.8,70.5,1318-12-156644,25.66666666666667,28.4,27.33333333333333,177.33333333333337,186.6,177.33333333333337,72.33333333333333,78.4,74.0,-4.899999999999999,1.1333333333333329,-3.833333333333332,-0.5999999999999943,7.466666666666669,1.1666666666666572,8.099999999999994,7.466666666666669,-3.5,-0.32311536415841063,-0.263711256491548,-0.22641509433962265,-0.2169811320754717
195,2011-03-27,Brazil,Scotland,2,0,Friendly,London,England,1,4,1446,52,542,-48,904,W,0,0,0,83,82,80,83,1370,1370-12-156644,20,76,74,74,73,1359,1359-12-156644,11,9,9,6,1,1370-12-156644,22.33333333333333,29.2,23.0,174.66666666666663,181.6,181.0,63.66666666666666,76.0,73.0,1359-12-156644,31.0,28.4,26.2,178.0,184.2,180.6,68.0,74.6,75.4,-6.066666666666666,-1.8000000000000007,-3.1999999999999997,-9.533333333333333,3.5999999999999943,0.4000000000000057,-10.93333333333333,8.0,-2.4000000000000057,0.6061324927806266,0.637188641660354,0.39603960396039606,0.43564356435643564
196,2011-03-29,Colombia,Chile,0,2,Friendly,The Hague,Netherlands,1,48,558,15,950,33,-392,L,2,0,0,76,76,72,74,111109,111109-12-156644,6,76,74,74,70,111459,111459-12-156644,10,6,0,-2,1,111109-12-156644,25.0,29.75,25.25,179.66666666666663,181.5,180.75,73.66666666666667,78.5,81.0,111459-12-156644,26.0,29.33333333333333,24.5,170.0,182.33333333333331,176.66666666666663,72.5,79.0,74.83333333333333,-4.333333333333332,3.75,0.75,-2.6666666666666856,11.5,4.083333333333344,-5.333333333333329,6.0,6.166666666666671,-0.0295850309151559,-0.05847025435789633,0.06896551724137931,0.04597701149425287
197,2011-03-29,Costa Rica,Argentina,0,0,Friendly,San José,Costa Rica,0,69,467,5,1338,64,-871,D,1,1,0,73,69,73,73,1383,1383-08-155359,3,83,87,81,77,1369,1369-12-156644,18,-8,-14,-8,1,1383-08-155359,28.0,29.83333333333333,26.75,179.0,180.0,182.0,70.0,76.33333333333333,77.75,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,2.25,6.5,-2.5,-5.25,3.0,0.75,-11.25,2.0,0.75,0.1686259579482558,0.22339239254934362,0.22935779816513763,0.27522935779816515
198,2011-03-29,Ecuador,Peru,0,0,Friendly,The Hague,Netherlands,1,52,542,66,486,-14,56,D,1,0,0,71,71,71,63,111465,111465-12-156644,7,70,69,70,66,111108,111108-12-156644,6,5,-6,1,1,111465-12-156644,24.0,31.75,28.25,178.0,179.5,176.75,73.66666666666667,75.25,72.5,111108-12-156644,29.0,27.16666666666667,24.66666666666667,174.5,181.33333333333331,180.66666666666663,71.0,80.0,80.33333333333333,-3.166666666666668,2.75,3.583333333333332,-3.3333333333333433,5.0,-3.9166666666666567,-6.333333333333329,4.25,-7.833333333333329,-0.09517658923543292,-0.07779182369122853,-0.04411764705882353,-0.029411764705882353
199,2011-03-29,France,Croatia,0,0,Friendly,Saint-Denis,France,0,18,867,9,1075,9,-208,D,1,1,0,83,82,81,82,1335,1335-12-156644,18,78,78,78,73,1328,1328-12-156644,13,9,4,3,1,1335-12-156644,27.0,27.4,26.5,182.5,185.4,181.25,75.0,79.4,75.5,1328-12-156644,26.5,27.4,26.75,181.5,189.0,181.5,69.0,85.2,76.0,-0.3999999999999986,0.8999999999999986,-0.25,-6.5,3.9000000000000057,-0.25,-10.200000000000003,10.400000000000006,-0.5,0.3260413455673468,0.28470017936107195,0.4473684210526316,0.4144736842105263
200,2011-03-29,Germany,Australia,1,2,Friendly,Mönchengladbach,Germany,0,3,1485,26,796,-23,689,L,2,1,0,84,82,82,80,1337,1337-12-156644,19,72,70,70,67,1415,1415-12-156644,11,15,10,12,1,1337-12-156644,24.0,24.4,24.0,185.66666666666663,188.8,184.33333333333331,81.66666666666667,84.8,75.66666666666667,1415-12-156644,29.5,32.5,28.8,178.0,188.5,180.6,74.0,82.0,74.4,-8.5,-5.100000000000001,-4.800000000000002,-2.8333333333333433,10.800000000000011,3.733333333333349,-0.3333333333333286,10.799999999999995,1.2666666666666655,0.6155783235392797,0.5843956857938001,0.5324675324675324,0.4675324675324675
201,2011-03-29,Greece,Poland,0,0,Friendly,Piraeus,Greece,0,11,1016,72,449,-61,567,D,1,1,0,74,71,72,73,1338,1338-12-156644,13,74,74,73,70,1353,1353-12-156644,11,1,-1,-1,1,1338-12-156644,26.0,25.6,27.2,193.0,182.0,177.6,86.0,77.8,74.6,1353-12-156644,22.0,26.6,25.2,184.0,188.6,176.6,78.0,81.8,72.4,-0.6000000000000014,3.6000000000000014,2.0,4.400000000000006,-2.0,1.0,4.200000000000003,-0.20000000000000284,2.1999999999999886,0.29526621054220603,0.24848964292644124,0.2857142857142857,0.2785714285714286
202,2011-03-29,Mexico,Venezuela,1,1,Friendly,San Diego,USA,1,27,795,60,515,-33,280,D,1,0,0,76,75,72,74,1386,1386-12-156644,15,71,74,69,70,111487,111487-13-157186,5,5,0,3,1,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.66666666666666,77.0,69.25,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,-5.0,4.75,-0.14999999999999858,-11.733333333333347,-7.25,1.3499999999999943,-16.133333333333333,-7.0,-2.549999999999997,0.3511476678223058,0.38685562123155465,0.3333333333333333,0.3287037037037037
203,2011-03-29,Netherlands,Hungary,5,3,UEFA Euro qualification,Amsterdam,Netherlands,0,2,1723,41,632,-39,1091,W,0,1,0,83,81,82,74,105035,105035-12-156644,17,72,70,71,66,1886,1886-12-156644,7,15,4,11,0,105035-12-156644,28.5,26.0,28.6,186.0,186.5,178.8,78.0,81.75,74.6,1886-12-156644,30.0,28.0,26.8,180.0,189.6,182.2,74.0,82.8,76.2,0.5,-4.0,1.8000000000000007,-3.5999999999999943,6.5,-3.3999999999999773,-4.799999999999997,7.75,-1.6000000000000083,0.7281865776649069,0.7471315454946927,0.6027397260273972,0.6095890410958904
204,2011-03-29,Northern Ireland,Slovenia,0,0,UEFA Euro qualification,Belfast,Northern Ireland,0,43,615,17,897,26,-282,D,1,1,0,72,67,68,70,110081,110081-12-156644,5,74,73,71,68,1361,1361-12-156644,10,-1,-3,-3,0,110081-12-156644,23.0,27.0,22.5,193.0,185.33333333333331,178.5,70.0,73.0,73.75,1361-12-156644,25.66666666666667,26.8,25.0,190.0,184.8,180.66666666666663,77.33333333333333,80.4,74.33333333333333,-3.8000000000000007,1.333333333333332,-2.5,8.199999999999989,-4.666666666666657,-2.166666666666657,-10.400000000000006,-4.333333333333329,-0.5833333333333286,-0.08074904502198975,-0.02791259746564841,-0.13725490196078433,-0.09803921568627451
205,2011-03-29,Portugal,Finland,2,0,Friendly,Aveiro,Portugal,0,8,1090,79,419,-71,671,W,0,1,0,82,83,80,80,1354,1354-12-156644,16,70,66,70,67,1334,1334-12-156644,6,16,14,10,1,1354-12-156644,26.0,26.0,24.66666666666667,181.0,183.6,176.0,74.66666666666667,78.0,72.33333333333333,1334-12-156644,30.0,24.75,26.83333333333333,184.0,185.5,182.0,88.0,79.0,73.83333333333333,1.25,-4.0,-2.1666666666666643,-4.5,-0.4000000000000057,-6.0,-4.333333333333329,-10.0,-1.5,0.3172519290995043,0.2918888288973853,0.3972602739726027,0.363013698630137
206,2011-03-29,Turkey,Austria,2,0,UEFA Euro qualification,Istanbul,Turkey,0,31,741,46,569,-15,172,W,0,1,0,77,74,77,73,1365,1365-12-156644,14,73,73,69,72,1322,1322-12-156644,10,2,0,8,0,1365-12-156644,24.33333333333333,27.0,28.66666666666667,183.0,185.2,176.66666666666663,73.33333333333333,80.8,76.33333333333333,1322-12-156644,26.0,28.25,24.8,190.5,188.0,179.0,84.0,83.5,73.2,-3.916666666666668,1.0,3.8666666666666667,-5.0,-5.300000000000012,-2.3333333333333433,-10.166666666666671,-3.200000000000003,3.1333333333333258,0.14963141064454108,0.23047532882586944,0.2894736842105263,0.34210526315789475
207,2011-03-29,USA,Paraguay,0,1,Friendly,Nashville,USA,0,18,867,24,832,-6,35,L,2,1,0,74,72,72,69,1387,1387-12-156644,12,74,79,73,70,1375,1375-13-157186,11,2,-10,-1,1,1387-12-156644,25.0,29.6,27.25,179.5,181.6,183.25,73.0,73.8,78.0,1375-13-157186,28.0,31.8,28.0,189.0,181.8,175.8,81.0,79.2,69.6,-6.800000000000002,1.6000000000000014,-0.75,-2.300000000000012,-7.400000000000006,7.449999999999988,-6.200000000000002,-7.200000000000002,8.400000000000006,0.3488967086857489,0.22776874838281425,0.3627450980392157,0.23039215686274508
208,2011-04-20,Argentina,Ecuador,2,2,Friendly,Mar del Plata,Argentina,0,5,1338,52,542,-47,796,D,1,1,0,83,87,81,77,1369,1369-12-156644,18,71,71,71,63,111465,111465-12-156644,7,24,6,10,1,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,111465-12-156644,24.0,31.75,28.25,178.0,179.5,176.75,73.66666666666667,75.25,72.5,-8.416666666666668,1.75,1.0,-2.5,6.25,4.5,-0.9166666666666714,7.583333333333329,4.5,0.4573605942839122,0.43377590148438955,0.44155844155844154,0.44805194805194803
209,2011-05-25,Argentina,Paraguay,4,2,Friendly,Resistencia,Argentina,0,5,1267,23,847,-18,420,W,0,1,0,83,87,81,77,1369,1369-12-156644,18,74,79,73,70,1375,1375-13-157186,11,17,-2,8,1,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,1375-13-157186,28.0,31.8,28.0,189.0,181.8,175.8,81.0,79.2,69.6,-8.466666666666669,-2.25,1.25,-4.800000000000012,-4.75,5.449999999999988,-4.866666666666674,0.25,7.400000000000006,0.4573605942839122,0.43377590148438955,0.44155844155844154,0.44805194805194803
210,2011-05-25,Wales,Scotland,1,3,Nations Cup,Dublin,Ireland,1,114,258,66,517,48,-259,L,2,0,0,73,70,75,72,1367,1367-14-157655,8,76,74,74,73,1359,1359-12-156644,11,-3,-2,1,0,1367-14-157655,23.5,26.8,23.5,186.0,184.8,178.5,86.5,79.8,70.5,1359-12-156644,31.0,28.4,26.2,178.0,184.2,180.6,68.0,74.6,75.4,-4.899999999999999,-4.199999999999998,-2.6999999999999997,1.8000000000000114,6.800000000000012,-2.0999999999999943,11.900000000000004,11.799999999999995,-4.900000000000006,-0.35613412688853585,-0.3240180244787939,-0.25,-0.25
211,2011-05-27,Wales,Northern Ireland,2,0,Nations Cup,Dublin,Ireland,1,114,258,65,520,49,-262,W,0,0,0,73,70,75,72,1367,1367-14-157655,8,72,67,68,70,110081,110081-12-156644,5,0,5,7,0,1367-14-157655,23.5,26.8,23.5,186.0,184.8,178.5,86.5,79.8,70.5,110081-12-156644,23.0,27.0,22.5,193.0,185.33333333333331,178.5,70.0,73.0,73.75,-3.5,3.8000000000000007,1.0,0.6666666666666572,-8.199999999999989,0.0,13.5,9.799999999999997,-3.25,-0.3875422182653871,-0.35699275499786115,-0.2641509433962264,-0.2641509433962264
212,2011-05-28,Mexico,Ecuador,1,1,Friendly,Seattle,USA,1,28,802,64,523,-36,279,D,1,0,0,76,75,72,74,1386,1386-12-156644,15,71,71,71,63,111465,111465-12-156644,7,12,3,1,1,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.66666666666666,77.0,69.25,111465-12-156644,24.0,31.75,28.25,178.0,179.5,176.75,73.66666666666667,75.25,72.5,-8.75,3.75,-1.0,-7.833333333333344,2.75,-1.0,-14.583333333333336,3.3333333333333286,-3.25,0.3511476678223058,0.38685562123155465,0.3333333333333333,0.3287037037037037
213,2011-05-29,Germany,Uruguay,2,1,Friendly,Sinsheim,Germany,0,4,1413,7,1094,-3,319,W,0,1,0,84,82,82,80,1337,1337-12-156644,19,79,81,75,77,1377,1377-12-156644,12,5,-1,7,1,1337-12-156644,24.0,24.4,24.0,185.66666666666663,188.8,184.33333333333331,81.66666666666667,84.8,75.66666666666667,1377-12-156644,28.0,25.16666666666667,28.66666666666667,180.5,184.83333333333331,173.66666666666663,78.0,79.0,74.0,-1.166666666666668,-3.6000000000000014,-4.666666666666668,0.8333333333333144,8.300000000000011,10.666666666666686,2.6666666666666714,6.799999999999998,1.6666666666666714,0.6155783235392797,0.5843956857938001,0.5324675324675324,0.4675324675324675
214,2011-06-01,Canada,Ecuador,2,2,Friendly,Toronto,Canada,0,76,439,64,523,12,-84,D,1,1,0,66,66,65,64,111455,111455-16-158159,5,71,71,71,63,111465,111465-12-156644,7,3,-7,-6,1,111455-16-158159,23.33333333333333,28.75,27.0,185.33333333333331,184.5,173.25,80.0,78.0,71.75,111465-12-156644,24.0,31.75,28.25,178.0,179.5,176.75,73.66666666666667,75.25,72.5,-8.416666666666668,4.75,-1.25,5.833333333333344,6.5,-3.5,4.75,4.333333333333329,-0.75,0.012365113227014477,0.040296017276604645,0.058823529411764705,0.0784313725490196
215,2011-06-01,Japan,Peru,0,0,Kirin Cup,Niigata,Japan,0,14,961,54,548,-40,413,D,1,1,0,75,76,77,74,1411,1411-17-158729,5,70,69,70,66,111108,111108-12-156644,6,10,5,7,0,1411-17-158729,26.0,27.6,27.2,182.0,182.2,174.6,71.0,75.4,65.8,111108-12-156644,29.0,27.16666666666667,24.66666666666667,174.5,181.33333333333331,180.66666666666663,71.0,80.0,80.33333333333333,-1.166666666666668,-1.3999999999999986,2.5333333333333314,0.6666666666666572,7.699999999999988,-6.066666666666663,-9.0,4.400000000000006,-14.533333333333333,0.45984648832417135,0.4092192995901738,0.38317757009345793,0.2570093457943925
216,2011-06-01,Mexico,New Zealand,3,0,Friendly,Denver,USA,1,28,802,60,528,-32,274,W,0,0,0,76,75,72,74,1386,1386-12-156644,15,66,67,60,62,111473,111473-12-156644,6,13,7,12,1,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.66666666666666,77.0,69.25,111473-12-156644,29.0,27.8,32.0,185.33333333333331,187.6,180.66666666666663,74.66666666666667,84.8,78.66666666666667,-4.800000000000002,-1.25,-4.75,-15.933333333333335,-4.583333333333343,-4.916666666666657,-24.13333333333333,2.3333333333333286,-9.416666666666671,0.3511476678223058,0.38685562123155465,0.3333333333333333,0.3287037037037037
217,2011-06-01,Nigeria,Argentina,4,1,Friendly,Abuja,Nigeria,0,39,637,5,1267,34,-630,W,0,1,0,75,75,75,73,1393,1393-09-155725,4,83,87,81,77,1369,1369-12-156644,18,-2,-14,-6,1,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1369-12-156644,23.33333333333333,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,-4.75,-0.7333333333333307,-8.05,-1.25,11.199999999999989,-2.25,-1.25,7.866666666666673,-4.599999999999994,0.25692371972973393,0.268851658756054,0.39473684210526316,0.42105263157894735
