date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff
2012-06-02,Bolivia,Chile,0,2,FIFA World Cup qualification,La Paz,Bolivia,0,108,308,13,968,95,-660,L,2,1,0,66,71,64,66,111451,111451-13-157186,2,76,77,76,73,111459,111459-13-157186,10,-2,-11,-12,0,111451-13-157186,28.5,28.8,21.75,181.0,178.6,170.75,80.0,76.0,66.5,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-2.833333333333332,1.8000000000000007,-3.75,-4.333333333333343,8.599999999999994,-6.916666666666657,-2.3333333333333286,3.5,-8.833333333333329
2011-10-07,Argentina,Chile,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,0,10,1024,14,932,-4,92,W,0,1,0,82,86,80,79,1369,1369-13-157186,18,76,77,76,73,111459,111459-13-157186,10,13,2,4,0,1369-13-157186,24.333333333333332,26.666666666666668,25.0,176.0,184.16666666666666,179.0,74.33333333333333,81.33333333333333,72.0,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-7.0,-0.33333333333333215,-0.5,-9.333333333333343,14.166666666666657,1.3333333333333428,-8.0,8.833333333333329,-3.3333333333333286
2012-04-11,Peru,Chile,0,3,Copa del Pacífico,Tacna,Peru,0,34,719,13,967,21,-248,L,2,1,0,72,75,70,69,111108,111108-13-157186,6,76,77,76,73,111459,111459-13-157186,10,2,-8,-6,0,111108-13-157186,29.5,24.8,28.25,182.0,179.2,178.0,77.0,75.0,77.75,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-1.8333333333333321,-2.1999999999999993,2.75,-3.333333333333343,9.199999999999989,0.3333333333333428,-5.333333333333329,2.5,2.4166666666666714
2011-09-02,Spain,Chile,3,2,Friendly,St. Gallen,Switzerland,1,2,1563,11,960,-9,603,W,0,0,0,86,86,86,83,1362,1362-13-157186,20,76,77,76,73,111459,111459-13-157186,10,13,6,10,1,1362-13-157186,28.0,26.6,27.2,170.0,182.2,178.4,65.0,78.2,72.0,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-3.333333333333332,-0.3999999999999986,1.6999999999999993,-15.333333333333343,12.199999999999989,0.7333333333333485,-17.33333333333333,5.700000000000003,-3.3333333333333286
2011-09-04,Mexico,Chile,1,0,Friendly,Barcelona,Spain,1,20,864,11,960,9,-96,W,0,0,0,75,77,75,73,1386,1386-13-157186,15,76,77,76,73,111459,111459-13-157186,10,4,-4,-1,1,1386-13-157186,26.0,26.8,25.25,177.0,181.4,173.25,66.5,79.6,67.5,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-5.333333333333332,-0.1999999999999993,-0.25,-8.333333333333343,11.400000000000006,-4.416666666666657,-15.833333333333329,7.099999999999994,-7.833333333333329
2012-08-15,Ecuador,Chile,3,0,Friendly,New York,USA,1,20,836,15,953,5,-117,W,0,0,0,72,72,73,66,111465,111465-13-157186,7,76,77,76,73,111459,111459-13-157186,10,-1,-11,-3,1,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-7.666666666666664,-0.5,1.25,-11.0,10.0,2.583333333333343,-8.0,1.75,-0.3333333333333286
2012-10-12,Ecuador,Chile,3,1,FIFA World Cup qualification,Quito,Ecuador,0,20,902,17,948,3,-46,W,0,1,0,72,72,73,66,111465,111465-13-157186,7,76,77,76,73,111459,111459-13-157186,10,-1,-11,-3,0,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-7.666666666666664,-0.5,1.25,-11.0,10.0,2.583333333333343,-8.0,1.75,-0.3333333333333286
2011-11-11,Uruguay,Chile,4,0,FIFA World Cup qualification,Montevideo,Uruguay,0,4,1230,16,941,-12,289,W,0,1,0,79,81,76,79,1377,1377-13-157186,14,76,77,76,73,111459,111459-13-157186,10,8,2,0,0,1377-13-157186,25.0,27.2,27.0,182.5,183.8,176.0,77.5,75.8,73.5,111459-13-157186,27.0,31.333333333333332,25.5,170.0,185.33333333333334,177.66666666666666,72.5,82.33333333333333,75.33333333333333,-6.333333333333332,0.1999999999999993,1.5,-2.833333333333343,13.800000000000011,-1.6666666666666572,-4.833333333333329,3.299999999999997,-1.8333333333333286
2012-10-16,Venezuela,Ecuador,0,0,FIFA World Cup qualification,Puerto la Cruz,Venezuela,0,39,635,20,902,19,-267,D,1,1,0,71,74,69,70,111487,111487-13-157186,5,72,72,73,66,111465,111465-13-157186,7,8,-2,-4,0,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,-3.5,4.333333333333332,0.6499999999999986,8.0,9.066666666666663,-5.849999999999994,9.75,2.4666666666666686,-3.200000000000003
2011-11-11,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,0,28,785,52,580,-24,205,W,0,1,0,74,79,73,70,1375,1375-13-157186,11,72,72,73,66,111465,111465-13-157186,7,13,-2,0,0,1375-13-157186,28.0,31.8,28.0,189.0,181.8,175.8,81.0,79.2,69.6,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,1.5,8.133333333333333,1.25,9.0,7.466666666666669,-4.449999999999989,6.75,4.866666666666674,-5.400000000000006
2012-06-02,Argentina,Ecuador,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,0,9,1076,37,679,-28,397,W,0,1,0,82,86,80,79,1369,1369-13-157186,18,72,72,73,66,111465,111465-13-157186,7,20,7,7,0,1369-13-157186,24.333333333333332,26.666666666666668,25.0,176.0,184.16666666666666,179.0,74.33333333333333,81.33333333333333,72.0,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,-2.166666666666668,3.0,-1.75,-4.0,9.833333333333314,-1.25,0.0833333333333286,7.0,-3.0
2011-10-11,USA,Ecuador,0,1,Friendly,Harrison,USA,0,31,741,69,481,-38,260,L,2,1,0,74,74,74,72,1387,1387-13-157186,12,72,72,73,66,111465,111465-13-157186,7,8,0,1,1,1387-13-157186,26.0,27.6,27.25,182.0,186.8,185.25,82.0,81.0,82.0,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,-0.5,3.9333333333333336,0.5,2.0,12.466666666666669,5.0,7.75,6.666666666666671,7.0
2013-02-06,Portugal,Ecuador,2,3,Friendly,Guimarães,Portugal,0,7,1144,12,1007,-5,137,L,2,1,0,80,82,80,80,1354,1354-13-157186,16,72,72,73,66,111465,111465-13-157186,7,16,8,7,1,1354-13-157186,28.0,27.0,26.25,184.0,183.6,176.25,79.0,78.0,71.0,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,1.5,3.333333333333332,-0.5,4.0,9.266666666666652,-4.0,4.75,3.6666666666666714,-4.0
2012-09-11,Uruguay,Ecuador,1,1,FIFA World Cup qualification,Montevideo,Uruguay,0,5,1217,17,890,-12,327,D,1,1,0,79,81,76,79,1377,1377-13-157186,14,72,72,73,66,111465,111465-13-157186,7,15,7,3,0,1377-13-157186,25.0,27.2,27.0,182.5,183.8,176.0,77.5,75.8,73.5,111465-13-157186,23.666666666666668,26.5,26.75,174.33333333333334,180.0,180.25,74.33333333333333,74.25,75.0,-1.5,3.5333333333333314,0.25,2.5,9.466666666666669,-4.25,3.25,1.4666666666666686,-1.5
2012-11-14,Venezuela,Nigeria,1,3,Friendly,Miami,USA,1,48,600,57,553,-9,47,L,2,0,0,71,74,69,70,111487,111487-13-157186,5,75,75,75,73,1393,1393-09-155725,4,1,-5,-6,1,111487-13-157186,23.0,28.0,27.4,188.0,183.4,174.4,84.0,76.8,71.8,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,0.3999999999999986,7.0,6.199999999999999,-0.19999999999998863,0.4000000000000057,-4.599999999999994,1.7999999999999972,-3.200000000000003,-0.6000000000000085
2016-01-22,Tunisia,Nigeria,1,1,African Nations Championship,Kigali,Rwanda,1,40,711,66,540,-26,171,D,1,0,0,73,75,71,71,1391,1391-09-155725,3,75,75,75,73,1393,1393-09-155725,4,2,-4,-4,0,1391-09-155725,27.0,26.4,24.8,190.0,185.8,182.4,86.0,78.8,71.8,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,4.399999999999999,5.399999999999999,3.6000000000000014,1.8000000000000114,2.8000000000000114,3.4000000000000057,3.799999999999997,-1.2000000000000028,-0.6000000000000085
2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,Bloemfontein,South Africa,1,13,964,21,883,-8,81,W,0,0,0,75,74,72,73,1338,1338-11-156279,13,75,75,75,73,1393,1393-09-155725,4,1,-2,-3,0,1338-11-156279,26.5,25.333333333333332,28.0,182.5,183.0,177.33333333333334,78.5,77.5,75.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,3.8999999999999986,4.333333333333332,6.800000000000001,-5.699999999999989,0.0,-1.6666666666666572,-3.700000000000003,-2.5,2.5999999999999943
2018-03-27,Serbia,Nigeria,2,0,Friendly,London,England,1,34,780,52,609,-18,171,W,0,0,0,78,75,79,76,110082,110082-13-157186,6,75,75,75,73,1393,1393-09-155725,4,2,1,4,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,0.3999999999999986,4.800000000000001,0.40000000000000213,-1.1999999999999886,4.599999999999994,6.599999999999994,-0.20000000000000284,3.200000000000003,3.5999999999999943
2010-06-12,Argentina,Nigeria,1,0,FIFA World Cup,Johannesburg,South Africa,1,7,1076,21,883,-14,193,W,0,0,0,83,84,80,79,1369,1369-11-156279,18,75,75,75,73,1393,1393-09-155725,4,11,4,5,0,1369-11-156279,22.333333333333332,29.0,24.0,177.0,183.8,175.33333333333334,74.33333333333333,80.2,75.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,-0.26666666666666927,8.0,2.8000000000000007,-11.199999999999989,0.8000000000000114,-3.666666666666657,-7.866666666666674,0.20000000000000284,2.5999999999999943
2010-08-11,Korea Republic,Nigeria,2,1,Friendly,Suwon,Korea Republic,0,44,651,30,773,14,-122,W,0,1,0,70,70,68,66,974,974-11-156279,12,75,75,75,73,1393,1393-09-155725,4,-3,-9,-7,1,974-11-156279,24.0,28.4,26.0,180.66666666666666,183.6,182.0,71.66666666666667,77.0,72.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.3999999999999986,7.399999999999999,4.800000000000001,-7.533333333333331,0.5999999999999943,3.0,-10.533333333333331,-3.0,-0.4000000000000057
2014-06-16,Iran,Nigeria,0,0,FIFA World Cup,Curitiba,Brazil,1,43,641,44,640,-1,1,D,1,0,0,74,76,71,71,111115,111115-17-158729,3,75,75,75,73,1393,1393-09-155725,4,3,-4,-4,0,111115-17-158729,21.0,25.5,25.0,186.0,184.0,183.83333333333334,79.0,78.75,76.16666666666667,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,-1.6000000000000014,4.5,3.8000000000000007,-2.1999999999999886,1.0,4.833333333333343,-3.200000000000003,-1.25,3.7666666666666657
2011-09-06,Argentina,Nigeria,3,1,Friendly,Dhaka,Bangladesh,1,9,1017,38,659,-29,358,W,0,0,0,82,86,80,79,1369,1369-13-157186,18,75,75,75,73,1393,1393-09-155725,4,13,4,5,1,1369-13-157186,24.333333333333332,26.666666666666668,25.0,176.0,184.16666666666666,179.0,74.33333333333333,81.33333333333333,72.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.7333333333333307,5.666666666666668,3.8000000000000007,-12.199999999999989,1.1666666666666572,0.0,-7.866666666666674,1.3333333333333286,-0.4000000000000057
2012-05-23,Peru,Nigeria,1,0,Friendly,Lima,Peru,0,36,691,63,537,-27,154,W,0,1,0,72,75,70,69,111108,111108-13-157186,6,75,75,75,73,1393,1393-09-155725,4,2,-6,-5,1,111108-13-157186,29.5,24.8,28.25,182.0,179.2,178.0,77.0,75.0,77.75,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,6.899999999999999,3.8000000000000007,7.050000000000001,-6.199999999999989,-3.8000000000000114,-1.0,-5.200000000000003,-5.0,5.349999999999994
2014-01-25,Morocco,Nigeria,3,4,African Nations Championship,Cape Town,South Africa,1,74,486,41,701,33,-215,L,2,0,0,76,74,77,77,111111,111111-17-158729,3,75,75,75,73,1393,1393-09-155725,4,1,2,2,0,111111-17-158729,29.0,25.8,28.2,190.0,186.8,176.2,77.0,79.0,71.8,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,6.399999999999999,4.800000000000001,7.0,1.8000000000000114,3.8000000000000114,-2.8000000000000114,-5.200000000000003,-1.0,-0.6000000000000085
2018-06-16,Croatia,Nigeria,2,0,FIFA World Cup,Kaliningrad,Russia,1,20,945,48,618,-28,327,W,0,0,0,80,80,82,78,1328,1328-18-159068,6,75,75,75,73,1393,1393-09-155725,4,7,3,7,0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,8.399999999999999,7.199999999999999,5.800000000000001,1.8000000000000114,2.8000000000000114,2.1999999999999886,2.799999999999997,-0.4000000000000057,2.0
2012-04-12,Egypt,Nigeria,3,2,Friendly,Dubai,United Arab Emirates,1,55,566,60,554,-5,12,W,0,0,0,68,67,65,68,111130,111130-13-157186,10,75,75,75,73,1393,1393-09-155725,4,-6,-7,-10,1,111130-13-157186,25.0,32.75,24.2,184.5,183.75,178.8,77.5,77.25,72.8,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,2.3999999999999986,11.75,3.0,-3.6999999999999886,0.75,-0.19999999999998863,-4.700000000000003,-2.75,0.3999999999999915
2013-11-18,Italy,Nigeria,2,2,Friendly,London,England,1,8,1136,33,724,-25,412,D,1,0,0,82,80,82,80,1343,1343-14-157655,19,75,75,75,73,1393,1393-09-155725,4,7,5,7,1,1343-14-157655,24.0,27.0,27.5,185.0,186.0,176.5,80.0,77.6,71.75,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.3999999999999986,6.0,6.300000000000001,-3.1999999999999886,3.0,-2.5,-2.200000000000003,-2.4000000000000057,-0.6500000000000057
2013-05-31,Mexico,Nigeria,2,2,Friendly,Houston,USA,1,16,945,28,780,-12,165,D,1,0,0,75,79,73,74,1386,1386-14-157655,15,75,75,75,73,1393,1393-09-155725,4,6,-1,-2,1,1386-14-157655,27.0,26.5,23.666666666666668,177.0,181.0,175.0,66.0,71.83333333333333,69.66666666666667,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,4.399999999999999,5.5,2.4666666666666686,-11.199999999999989,-2.0,-4.0,-16.200000000000003,-8.166666666666671,-2.7333333333333343
2013-08-14,South Africa,Nigeria,0,2,Friendly,Durban,South Africa,0,67,530,35,700,32,-170,L,2,1,0,71,71,71,69,111099,111099-14-157655,8,75,75,75,73,1393,1393-09-155725,4,-2,-6,-4,1,111099-14-157655,24.5,25.0,25.25,170.5,183.0,173.75,69.0,75.0,69.25,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.8999999999999986,4.0,4.050000000000001,-17.69999999999999,0.0,-5.25,-13.200000000000003,-5.0,-3.1500000000000057
2014-01-19,South Africa,Nigeria,1,3,African Nations Championship,Cape Town,South Africa,0,54,576,41,701,13,-125,L,2,1,0,71,71,71,69,111099,111099-14-157655,8,75,75,75,73,1393,1393-09-155725,4,-2,-6,-4,0,111099-14-157655,24.5,25.0,25.25,170.5,183.0,173.75,69.0,75.0,69.25,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.8999999999999986,4.0,4.050000000000001,-17.69999999999999,0.0,-5.25,-13.200000000000003,-5.0,-3.1500000000000057
2014-06-03,Greece,Nigeria,0,0,Friendly,Chester,USA,1,10,1082,44,631,-34,451,D,1,0,0,74,74,72,75,1338,1338-14-157655,13,75,75,75,73,1393,1393-09-155725,4,1,0,-3,1,1338-14-157655,28.0,26.2,29.0,180.5,186.6,185.0,82.5,81.4,80.25,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,5.399999999999999,5.199999999999999,7.800000000000001,-7.699999999999989,3.5999999999999943,6.0,0.29999999999999716,1.4000000000000057,7.849999999999994
2014-06-07,USA,Nigeria,2,1,Friendly,Jacksonville,USA,0,13,1035,44,640,-31,395,W,0,1,0,74,76,73,72,1387,1387-15-158005,13,75,75,75,73,1393,1393-09-155725,4,3,-3,-2,1,1387-15-158005,27.5,24.0,26.8,185.5,186.25,183.4,81.5,81.0,75.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,4.899999999999999,3.0,5.600000000000001,-2.6999999999999886,3.25,4.400000000000006,-0.7000000000000028,1.0,2.5999999999999943
2014-06-30,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,1,17,913,44,640,-27,273,W,0,0,0,81,82,80,79,1335,1335-15-158005,18,75,75,75,73,1393,1393-09-155725,4,9,4,5,0,1335-15-158005,24.333333333333332,26.8,24.0,181.0,183.0,181.33333333333334,76.0,75.6,77.33333333333333,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.7333333333333307,5.800000000000001,2.8000000000000007,-7.199999999999989,0.0,2.333333333333343,-6.200000000000003,-4.400000000000006,4.933333333333323
2014-09-10,South Africa,Nigeria,0,0,African Cup of Nations qualification,Cape Town,South Africa,0,69,438,33,673,36,-235,D,1,1,0,70,67,71,66,111099,111099-15-158005,9,75,75,75,73,1393,1393-09-155725,4,-6,-9,-4,0,111099-15-158005,23.0,23.6,23.6,172.0,182.0,172.0,68.0,75.8,67.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,0.3999999999999986,2.6000000000000014,2.400000000000002,-16.19999999999999,-1.0,-7.0,-14.200000000000003,-4.200000000000003,-5.400000000000006
2015-03-29,South Africa,Nigeria,1,1,Friendly,Nelspruit,South Africa,0,55,608,41,701,14,-93,D,1,1,0,70,67,71,66,111099,111099-15-158005,9,75,75,75,73,1393,1393-09-155725,4,-6,-9,-4,1,111099-15-158005,23.0,23.6,23.6,172.0,182.0,172.0,68.0,75.8,67.0,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,0.3999999999999986,2.6000000000000014,2.400000000000002,-16.19999999999999,-1.0,-7.0,-14.200000000000003,-4.200000000000003,-5.400000000000006
2016-03-29,Egypt,Nigeria,1,0,African Cup of Nations qualification,Alexandria,Egypt,0,53,589,62,547,-9,42,W,0,1,0,72,76,71,69,111130,111130-17-158729,5,75,75,75,73,1393,1393-09-155725,4,3,-6,-4,0,111130-17-158729,24.0,31.2,24.6,175.0,186.4,178.2,72.0,80.4,73.2,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,1.3999999999999986,10.2,3.400000000000002,-13.199999999999989,3.4000000000000057,-0.8000000000000114,-10.200000000000003,0.4000000000000057,0.7999999999999972
2017-09-04,Cameroon,Nigeria,1,1,FIFA World Cup qualification,Yaoundé,Cameroon,0,35,737,38,716,-3,21,D,1,1,0,71,76,72,68,1395,1395-18-158904,5,75,75,75,73,1393,1393-09-155725,4,3,-7,-3,0,1395-18-158904,24.666666666666668,25.4,26.333333333333332,179.66666666666666,181.4,180.33333333333334,77.0,79.8,77.33333333333333,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,2.0666666666666664,4.399999999999999,5.133333333333333,-8.533333333333331,-1.5999999999999943,1.3333333333333428,-5.200000000000003,-0.20000000000000284,4.933333333333323
2018-03-23,Poland,Nigeria,0,1,Friendly,Wrocław,Poland,0,6,1228,52,609,-46,619,L,2,1,0,78,82,75,79,1353,1353-18-159068,5,75,75,75,73,1393,1393-09-155725,4,9,4,0,1,1353-18-159068,28.0,28.2,28.0,185.0,186.6,179.4,79.0,80.8,76.8,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,5.399999999999999,7.199999999999999,6.800000000000001,-3.1999999999999886,3.5999999999999943,0.4000000000000057,-3.200000000000003,0.7999999999999972,4.3999999999999915
2017-11-14,Argentina,Nigeria,2,4,Friendly,Krasnodar,Russia,1,4,1445,41,721,-37,724,L,2,0,0,82,87,81,80,1369,1369-18-159068,9,75,75,75,73,1393,1393-09-155725,4,14,5,6,1,1369-18-159068,29.333333333333332,28.666666666666668,26.0,178.66666666666666,179.5,176.5,76.66666666666667,75.33333333333333,66.5,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,6.733333333333331,7.666666666666668,4.800000000000001,-9.533333333333331,-3.5,-2.5,-5.533333333333331,-4.666666666666671,-5.900000000000006
2018-06-02,England,Nigeria,2,1,Friendly,London,England,0,13,1040,47,635,-34,405,W,0,1,0,82,85,81,81,1318,1318-19-159296,8,75,75,75,73,1393,1393-09-155725,4,12,6,6,1,1318-19-159296,22.333333333333332,25.6,24.666666666666668,181.0,184.8,186.0,76.0,78.6,83.33333333333333,1393-09-155725,21.0,22.6,21.2,183.0,188.2,179.0,80.0,82.2,72.4,-0.26666666666666927,4.600000000000001,3.4666666666666686,-7.199999999999989,1.8000000000000114,7.0,-6.200000000000003,-1.4000000000000057,10.933333333333323
2010-05-30,Chile,Northern Ireland,1,0,Friendly,Chillán,Chile,0,18,888,56,566,-38,322,W,0,1,0,76,74,74,70,111459,111459-12-156644,10,71,65,67,69,110081,110081-11-156279,5,5,5,7,1,111459-12-156644,26.0,29.333333333333332,24.5,170.0,182.33333333333334,176.66666666666666,72.5,79.0,74.83333333333333,110081-11-156279,25.666666666666668,29.4,27.0,184.66666666666666,185.2,177.0,70.0,77.8,71.66666666666667,-3.3999999999999986,3.6666666666666643,-2.5,-15.199999999999989,-2.3333333333333144,-0.3333333333333428,-5.299999999999997,9.0,3.166666666666657
2010-11-17,Chile,Uruguay,2,0,Friendly,Santiago,Chile,0,16,929,7,1174,9,-245,W,0,1,0,76,74,74,70,111459,111459-12-156644,10,79,81,75,77,1377,1377-12-156644,12,-3,-11,-1,1,111459-12-156644,26.0,29.333333333333332,24.5,170.0,182.33333333333334,176.66666666666666,72.5,79.0,74.83333333333333,1377-12-156644,28.0,25.166666666666668,28.666666666666668,180.5,184.83333333333334,173.66666666666666,78.0,79.0,74.0,0.8333333333333321,1.3333333333333321,-4.166666666666668,-14.833333333333343,1.8333333333333428,3.0,-6.5,1.0,0.8333333333333286
2011-07-16,Argentina,Uruguay,1,1,Copa América,Santa Fe,Argentina,0,5,1267,7,1094,-2,173,D,1,1,0,83,87,81,77,1369,1369-12-156644,18,79,81,75,77,1377,1377-12-156644,12,10,-4,6,0,1369-12-156644,23.333333333333332,25.75,29.25,177.0,184.25,181.25,74.33333333333333,81.25,77.0,1377-12-156644,28.0,25.166666666666668,28.666666666666668,180.5,184.83333333333334,173.66666666666666,78.0,79.0,74.0,-1.8333333333333357,-2.25,0.5833333333333321,-7.833333333333343,3.75,7.583333333333343,-4.666666666666671,3.25,3.0
2011-05-29,Germany,Uruguay,2,1,Friendly,Sinsheim,Germany,0,4,1413,7,1094,-3,319,W,0,1,0,84,82,82,80,1337,1337-12-156644,19,79,81,75,77,1377,1377-12-156644,12,5,-1,7,1,1337-12-156644,24.0,24.4,24.0,185.66666666666666,188.8,184.33333333333334,81.66666666666667,84.8,75.66666666666667,1377-12-156644,28.0,25.166666666666668,28.666666666666668,180.5,184.83333333333334,173.66666666666666,78.0,79.0,74.0,-1.1666666666666679,-3.6000000000000014,-4.666666666666668,0.8333333333333144,8.300000000000011,10.666666666666686,2.6666666666666714,6.799999999999997,1.6666666666666714
2011-07-19,Peru,Uruguay,0,2,Copa América,La Plata,Argentina,1,54,548,7,1094,47,-546,L,2,0,0,70,69,70,66,111108,111108-12-156644,6,79,81,75,77,1377,1377-12-156644,12,-8,-15,-5,0,111108-12-156644,29.0,27.166666666666668,24.666666666666668,174.5,181.33333333333334,180.66666666666666,71.0,80.0,80.33333333333333,1377-12-156644,28.0,25.166666666666668,28.666666666666668,180.5,184.83333333333334,173.66666666666666,78.0,79.0,74.0,3.833333333333332,-0.8333333333333321,-4.0,-10.333333333333343,0.8333333333333428,7.0,-8.0,2.0,6.333333333333329
2011-07-04,Chile,Mexico,2,1,Copa América,San Juan,Argentina,1,13,967,28,802,-15,165,W,0,0,0,76,74,74,70,111459,111459-12-156644,10,76,75,72,74,1386,1386-12-156644,15,0,-5,2,0,111459-12-156644,26.0,29.333333333333332,24.5,170.0,182.33333333333334,176.66666666666666,72.5,79.0,74.83333333333333,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.666666666666664,77.0,69.25,-1.75,6.333333333333332,-2.75,-10.75,10.666666666666686,0.9166666666666572,-4.5,18.333333333333336,5.583333333333329
2011-06-27,Bolivia,Mexico,0,1,Friendly,Buenos Aires,Argentina,1,102,312,28,802,74,-490,L,2,0,0,66,71,64,66,111451,111451-13-157186,2,76,75,72,74,1386,1386-12-156644,15,-3,-9,-8,1,111451-13-157186,28.5,28.8,21.75,181.0,178.6,170.75,80.0,76.0,66.5,1386-12-156644,23.0,27.75,27.25,171.66666666666666,180.75,175.75,60.666666666666664,77.0,69.25,0.75,5.800000000000001,-5.5,0.25,6.933333333333337,-5.0,3.0,15.333333333333336,-2.75
