date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rank,home_rank_pts,away_rank,away_rank_pts,rank_diff,rank_pts_diff,outcome,outcome_num,home_game,away_game,home_OVR,home_ATT,home_MID,home_DEF,home_team_id,home_team_uid,home_team_international_prestige,away_OVR,away_ATT,away_MID,away_DEF,away_team_id,away_team_uid,away_team_international_prestige,ATT_diff,DEF_diff,MID_diff,Friendly,team_uid_x,home_ATT_age,home_DEF_age,home_MID_age,home_ATT_ht,home_DEF_ht,home_MID_ht,home_ATT_wt,home_DEF_wt,home_MID_wt,team_uid_y,away_ATT_age,away_DEF_age,away_MID_age,away_ATT_ht,away_DEF_ht,away_MID_ht,away_ATT_wt,away_DEF_wt,away_MID_wt,ATT_age_diff,DEF_age_diff,MID_age_diff,ATT_ht_diff,DEF_ht_diff,MID_ht_diff,ATT_wt_diff,DEF_wt_diff,MID_wt_diff
2013-10-15,Scotland,Croatia,2,0,FIFA World Cup qualification,Glasgow,Scotland,0,63,551,10,1051,53,-500,W,0,1,0,72,75,71,70,1359,1359-14-157655,9,80,80,82,78,1328,1328-18-159068,6,-3,-10,-11,0,1359-14-157655,26.0,28.8,26.2,178.0,187.2,176.2,72.0,79.8,72.8,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-2.1999999999999993,-2.1999999999999993,-0.8000000000000007,-7.800000000000011,-2.8000000000000114,-5.0,-7.599999999999994,-5.200000000000003,-1.6000000000000085
2013-09-10,Korea Republic,Croatia,1,2,Friendly,Jeonju,Korea Republic,0,56,594,8,1098,48,-504,L,2,1,0,71,70,71,69,974,974-14-157655,12,80,80,82,78,1328,1328-18-159068,6,-8,-11,-11,1,974-14-157655,23.5,24.8,23.75,182.5,184.6,183.25,75.5,76.8,73.0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-4.699999999999999,-6.199999999999999,-3.25,-3.3000000000000114,-5.400000000000006,2.0500000000000114,-4.099999999999994,-8.200000000000003,-1.4000000000000057
2014-03-05,Switzerland,Croatia,2,2,Friendly,St. Gallen,Switzerland,0,6,1159,16,966,-10,193,D,1,1,0,77,74,77,76,1364,1364-14-157655,11,80,80,82,78,1328,1328-18-159068,6,-4,-4,-5,1,1364-14-157655,21.0,25.0,25.166666666666668,191.0,185.5,180.5,81.0,81.25,76.83333333333333,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-7.199999999999999,-6.0,-1.8333333333333321,5.199999999999989,-4.5,-0.6999999999999886,1.4000000000000057,-3.75,2.433333333333323
2014-11-12,Argentina,Croatia,2,1,Friendly,London,England,1,2,1565,14,1002,-12,563,W,0,0,0,83,87,80,81,1369,1369-15-158005,19,80,80,82,78,1328,1328-18-159068,6,9,1,-2,1,1369-15-158005,26.5,27.166666666666668,27.333333333333332,171.0,183.5,178.33333333333334,73.0,79.83333333333333,73.66666666666667,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-1.6999999999999993,-3.833333333333332,0.33333333333333215,-14.800000000000011,-6.5,-2.866666666666646,-6.599999999999994,-5.166666666666671,-0.7333333333333343
2014-06-12,Brazil,Croatia,3,1,FIFA World Cup,São Paulo,Brazil,0,3,1242,18,903,-15,339,W,0,1,0,82,82,81,82,1370,1370-15-158005,20,80,80,82,78,1328,1328-18-159068,6,4,2,-1,0,1370-15-158005,22.0,27.0,24.8,174.0,185.2,179.6,68.0,79.8,73.0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-6.199999999999999,-4.0,-2.1999999999999993,-11.800000000000011,-4.800000000000011,-1.5999999999999943,-11.599999999999994,-5.200000000000003,-1.4000000000000057
2014-06-18,Cameroon,Croatia,0,4,FIFA World Cup,Manaus,Brazil,1,56,558,18,903,38,-345,L,2,0,0,72,75,71,73,1395,1395-15-158005,12,80,80,82,78,1328,1328-18-159068,6,-3,-7,-11,0,1395-15-158005,24.0,24.8,24.0,186.5,180.2,181.0,88.0,78.2,75.75,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-4.199999999999999,-6.199999999999999,-3.0,0.6999999999999886,-9.800000000000011,-0.19999999999998863,8.400000000000006,-6.799999999999997,1.3499999999999943
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,0,11,1064,14,1002,-3,62,D,1,1,0,79,78,77,81,1343,1343-15-158005,18,80,80,82,78,1328,1328-18-159068,6,0,1,-5,0,1343-15-158005,26.0,29.5,26.0,181.66666666666666,190.5,182.5,75.0,80.5,74.75,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-2.1999999999999993,-1.5,-1.0,-4.133333333333354,0.5,1.3000000000000114,-4.599999999999994,-4.5,0.3499999999999943
2014-10-10,Bulgaria,Croatia,0,1,UEFA Euro qualification,Sofia,Bulgaria,0,46,570,19,928,27,-358,L,2,1,0,68,67,69,67,1327,1327-15-158005,10,80,80,82,78,1328,1328-18-159068,6,-11,-13,-13,0,1327-15-158005,28.0,29.8,26.8,183.0,181.4,180.0,78.0,73.8,72.6,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-0.1999999999999993,-1.1999999999999993,-0.1999999999999993,-2.8000000000000114,-8.599999999999994,-1.1999999999999886,-1.5999999999999943,-11.200000000000003,-1.8000000000000114
2015-09-06,Norway,Croatia,2,0,UEFA Euro qualification,Oslo,Norway,0,69,496,14,1037,55,-541,W,0,1,0,72,70,72,72,1352,1352-16-158159,9,80,80,82,78,1328,1328-18-159068,6,-8,-8,-10,0,1352-16-158159,27.0,24.6,25.4,187.0,186.6,182.0,86.0,83.6,75.4,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-1.1999999999999993,-6.399999999999999,-1.6000000000000014,1.1999999999999886,-3.4000000000000057,0.8000000000000114,6.400000000000006,-1.4000000000000057,1.0
2017-01-11,Chile,Croatia,1,1,Friendly,Nanning,China,1,6,1273,16,1027,-10,246,D,1,0,0,79,79,80,77,111459,111459-17-158729,7,80,80,82,78,1328,1328-18-159068,6,1,-3,-2,1,111459-17-158729,29.333333333333332,30.75,28.25,173.66666666666666,179.0,176.75,73.66666666666667,79.0,74.5,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,1.1333333333333329,-0.25,1.25,-12.133333333333354,-11.0,-4.449999999999989,-5.933333333333323,-6.0,0.09999999999999432
2016-06-17,Czech Republic,Croatia,2,2,UEFA Euro,Saint-Étienne,France,1,30,815,27,842,3,-27,D,1,0,0,75,73,76,74,1330,1330-17-158729,5,80,80,82,78,1328,1328-18-159068,6,-5,-6,-6,0,1330-17-158729,23.0,27.4,23.25,185.0,184.4,181.75,76.0,78.4,73.75,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-5.199999999999999,-3.6000000000000014,-3.75,-0.8000000000000114,-5.599999999999994,0.5500000000000114,-3.5999999999999943,-6.599999999999994,-0.6500000000000057
2015-11-17,Russia,Croatia,1,3,Friendly,Rostov-on-Don,Russia,0,23,885,19,924,4,-39,L,2,1,0,76,76,76,74,1357,1357-17-158729,6,80,80,82,78,1328,1328-18-159068,6,-2,-6,-6,1,1357-17-158729,24.0,28.6,25.8,183.0,186.2,183.4,74.0,79.2,75.6,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-4.199999999999999,-2.3999999999999986,-1.1999999999999993,-2.8000000000000114,-3.8000000000000114,2.200000000000017,-5.599999999999994,-5.799999999999997,1.1999999999999886
2016-03-26,Hungary,Croatia,1,1,Friendly,Budapest,Hungary,0,19,951,18,965,1,-14,D,1,1,0,72,72,73,70,1886,1886-17-158729,4,80,80,82,78,1328,1328-18-159068,6,-6,-10,-9,1,1886-17-158729,28.0,25.0,28.0,193.0,186.5,180.0,87.0,80.16666666666667,70.25,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-0.1999999999999993,-6.0,1.0,7.199999999999989,-3.5,-1.1999999999999886,7.400000000000006,-4.833333333333329,-4.150000000000006
2016-06-12,Turkey,Croatia,0,1,UEFA Euro,Paris,France,1,18,919,27,842,-9,77,L,2,0,0,78,78,79,78,1365,1365-17-158729,6,80,80,82,78,1328,1328-18-159068,6,0,-2,-3,0,1365-17-158729,30.0,27.5,27.5,188.0,183.0,179.66666666666666,81.0,78.5,74.5,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,1.8000000000000007,-3.5,0.5,2.1999999999999886,-7.0,-1.5333333333333314,1.4000000000000057,-6.5,0.09999999999999432
2016-10-09,Finland,Croatia,0,1,FIFA World Cup qualification,Tampere,Finland,0,84,409,14,1059,70,-650,L,2,1,0,70,71,69,70,1334,1334-17-158729,3,80,80,82,78,1328,1328-18-159068,6,-7,-10,-13,0,1334-17-158729,23.5,27.6,25.75,182.0,184.0,179.75,81.0,78.2,75.25,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-4.699999999999999,-3.3999999999999986,-1.25,-3.8000000000000114,-6.0,-1.4499999999999886,1.4000000000000057,-6.799999999999997,0.8499999999999943
2016-11-15,Northern Ireland,Croatia,0,3,Friendly,Belfast,Northern Ireland,0,36,739,16,1027,20,-288,L,2,1,0,71,69,72,72,110081,110081-17-158729,2,80,80,82,78,1328,1328-18-159068,6,-9,-8,-10,1,110081-17-158729,29.0,29.5,27.0,179.0,188.83333333333334,177.0,64.5,80.66666666666667,76.33333333333333,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,0.8000000000000007,-1.5,0.0,-6.800000000000011,-1.1666666666666572,-4.199999999999989,-15.099999999999994,-4.333333333333329,1.933333333333323
2017-05-28,Mexico,Croatia,1,2,Friendly,Los Angeles,USA,1,17,1001,16,1027,1,-26,L,2,0,0,78,78,78,75,1386,1386-18-158904,7,80,80,82,78,1328,1328-18-159068,6,0,-5,-4,1,1386-18-158904,30.0,28.4,26.333333333333332,177.0,184.2,176.0,74.66666666666667,77.8,69.0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,1.8000000000000007,-2.6000000000000014,-0.6666666666666679,-8.800000000000011,-5.800000000000011,-5.199999999999989,-4.933333333333323,-7.200000000000003,-5.400000000000006
2017-09-05,Turkey,Croatia,1,0,FIFA World Cup qualification,Eskişehir,Turkey,0,33,779,16,1007,17,-228,W,0,1,0,78,77,77,79,1365,1365-18-158904,6,80,80,82,78,1328,1328-18-159068,6,-1,-1,-5,0,1365-18-158904,22.5,28.75,27.2,176.0,183.5,179.4,71.0,79.0,74.6,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-5.699999999999999,-2.25,0.1999999999999993,-9.800000000000011,-6.5,-1.799999999999983,-8.599999999999994,-6.0,0.19999999999998863
2017-11-12,Greece,Croatia,0,0,FIFA World Cup qualification,Piraeus,Greece,0,47,682,18,1013,29,-331,D,1,1,0,76,78,74,77,1338,1338-18-159068,6,80,80,82,78,1328,1328-18-159068,6,0,-3,-8,0,1338-18-159068,29.0,28.333333333333332,27.5,188.0,185.33333333333334,184.25,86.0,81.66666666666667,74.75,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,0.8000000000000007,-2.666666666666668,0.5,2.1999999999999886,-4.666666666666657,3.0500000000000114,6.400000000000006,-3.3333333333333286,0.3499999999999943
2018-03-23,Peru,Croatia,2,0,Friendly,Miami Gardens,USA,1,11,1128,15,1053,-4,75,W,0,0,0,72,73,72,71,111108,111108-18-159068,3,80,80,82,78,1328,1328-18-159068,6,-5,-9,-10,1,111108-18-159068,26.0,27.2,26.0,169.0,183.4,175.2,66.0,77.2,73.8,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-2.1999999999999993,-3.8000000000000007,-1.0,-16.80000000000001,-6.599999999999994,-6.0,-13.599999999999994,-7.799999999999997,-0.6000000000000085
2018-03-27,Mexico,Croatia,0,1,Friendly,Arlington,USA,1,17,1038,15,1053,2,-15,L,2,0,0,78,79,79,76,1386,1386-18-159068,7,80,80,82,78,1328,1328-18-159068,6,1,-4,-3,1,1386-18-159068,26.0,28.4,28.0,175.66666666666666,183.0,174.0,73.33333333333333,78.0,68.0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-2.1999999999999993,-2.6000000000000014,1.0,-10.133333333333354,-7.0,-7.199999999999989,-6.266666666666666,-7.0,-6.400000000000006
2018-07-15,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,1,7,1198,20,945,-13,253,W,0,0,0,84,82,86,82,1335,1335-19-159296,9,80,80,82,78,1328,1328-18-159068,6,4,2,4,0,1335-19-159296,25.666666666666668,24.4,27.666666666666668,182.33333333333334,187.2,180.0,79.33333333333333,79.0,77.0,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-2.5333333333333314,-6.600000000000001,0.6666666666666679,-3.4666666666666686,-2.8000000000000114,-1.1999999999999886,-0.2666666666666657,-6.0,2.5999999999999943
2018-06-26,Iceland,Croatia,1,2,FIFA World Cup,Rostov-On-Don,Russia,1,22,908,20,945,2,-37,L,2,0,0,72,73,74,71,1341,1341-10-156090,3,80,80,82,78,1328,1328-18-159068,6,-5,-9,-8,0,1341-10-156090,29.0,26.4,21.25,184.0,189.6,182.75,80.0,82.4,74.5,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,0.8000000000000007,-4.600000000000001,-5.75,-1.8000000000000114,-0.4000000000000057,1.5500000000000114,0.4000000000000057,-2.5999999999999943,0.09999999999999432
2018-07-07,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,0,70,457,20,945,50,-488,D,1,1,0,78,79,77,76,1357,1357-19-159296,6,80,80,82,78,1328,1328-18-159068,6,1,-4,-5,0,1357-19-159296,29.0,28.4,25.2,196.0,185.6,180.4,91.0,80.6,73.4,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,0.8000000000000007,-2.6000000000000014,-1.8000000000000007,10.199999999999989,-4.400000000000006,-0.799999999999983,11.400000000000006,-4.400000000000006,-1.0
2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,1,5,1241,20,945,-15,296,L,2,0,0,81,87,80,77,1369,1369-19-159296,9,80,80,82,78,1328,1328-18-159068,6,9,-3,-2,0,1369-19-159296,28.0,27.6,24.0,175.5,180.2,176.0,73.5,77.4,72.25,1328-18-159068,31.0,28.2,27.0,190.0,185.8,181.2,85.0,79.6,74.4,-0.1999999999999993,-3.3999999999999986,-3.0,-10.300000000000011,-9.800000000000011,-5.199999999999989,-6.099999999999994,-7.599999999999994,-2.1500000000000057
2014-09-07,Serbia,France,1,1,Friendly,Belgrade,Serbia,0,31,723,10,1212,21,-489,D,1,1,0,78,75,79,76,110082,110082-13-157186,6,81,82,80,79,1335,1335-15-158005,18,-4,-6,-1,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1335-15-158005,24.333333333333332,26.8,24.0,181.0,183.0,181.33333333333334,76.0,75.6,77.33333333333333,-3.8000000000000007,1.4666666666666686,-2.3999999999999986,4.0,6.599999999999994,4.2666666666666515,6.400000000000006,7.200000000000003,-1.3333333333333286
2014-06-20,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,1,6,1149,17,913,-11,236,L,2,0,0,77,76,77,78,1364,1364-15-158005,11,81,82,80,79,1335,1335-15-158005,18,-3,-4,-3,0,1364-15-158005,21.5,23.75,26.4,184.0,185.0,180.4,77.5,82.0,77.8,1335-15-158005,24.333333333333332,26.8,24.0,181.0,183.0,181.33333333333334,76.0,75.6,77.33333333333333,-5.300000000000001,-0.5833333333333321,2.3999999999999986,1.0,4.0,-0.9333333333333371,1.9000000000000057,6.0,0.46666666666666856
2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,1,26,791,17,913,9,-122,D,1,0,0,71,72,73,67,111465,111465-15-158005,11,81,82,80,79,1335,1335-15-158005,18,-7,-15,-7,0,111465-15-158005,24.25,27.8,28.5,179.25,179.4,182.0,73.0,74.4,76.5,1335-15-158005,24.333333333333332,26.8,24.0,181.0,183.0,181.33333333333334,76.0,75.6,77.33333333333333,-2.5500000000000007,3.4666666666666686,4.5,-3.75,-1.5999999999999943,0.6666666666666572,-2.5999999999999943,-1.5999999999999943,-0.8333333333333286
2014-11-14,Serbia,Denmark,1,3,UEFA Euro qualification,Belgrade,Serbia,0,46,614,32,763,14,-149,L,2,1,0,78,75,79,76,110082,110082-13-157186,6,75,76,72,74,1331,1331-15-158005,11,1,0,7,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1331-15-158005,26.5,26.0,26.75,187.0,185.2,178.0,80.5,79.8,73.25,-3.0,-0.6999999999999993,-5.149999999999999,1.8000000000000114,0.5999999999999943,7.599999999999994,2.200000000000003,2.700000000000003,2.75
2015-03-29,France,Denmark,2,0,Friendly,Saint-Étienne,France,0,8,1180,28,863,-20,317,W,0,1,0,81,82,80,79,1335,1335-15-158005,18,75,76,72,74,1331,1331-15-158005,11,8,3,8,1,1335-15-158005,24.333333333333332,26.8,24.0,181.0,183.0,181.33333333333334,76.0,75.6,77.33333333333333,1331-15-158005,26.5,26.0,26.75,187.0,185.2,178.0,80.5,79.8,73.25,-1.6666666666666679,0.3000000000000007,-2.75,-4.199999999999989,-4.0,3.333333333333343,-3.799999999999997,-4.900000000000006,4.083333333333329
2014-11-18,Romania,Denmark,2,0,Friendly,Bucharest,Romania,0,21,876,32,763,-11,113,W,0,1,0,72,72,71,71,1356,1356-15-158005,10,75,76,72,74,1331,1331-15-158005,11,-2,-5,-1,1,1356-15-158005,27.0,27.2,27.8,178.0,186.0,175.6,76.0,78.8,72.8,1331-15-158005,26.5,26.0,26.75,187.0,185.2,178.0,80.5,79.8,73.25,1.0,0.6999999999999993,1.0500000000000007,-7.199999999999989,-1.0,-2.4000000000000057,-3.799999999999997,-1.7000000000000028,-0.45000000000000284
2015-10-11,Serbia,Portugal,1,2,UEFA Euro qualification,Belgrade,Serbia,0,63,538,4,1235,59,-697,L,2,1,0,78,75,79,76,110082,110082-13-157186,6,80,85,80,79,1354,1354-16-158159,16,-4,-9,-1,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1354-16-158159,30.0,29.4,26.6,185.0,182.2,177.8,80.0,76.6,68.6,-6.399999999999999,-4.199999999999999,-5.0,4.800000000000011,2.5999999999999943,7.799999999999983,5.400000000000006,3.200000000000003,7.400000000000006
2015-06-16,Italy,Portugal,0,1,Friendly,Geneva,Switzerland,1,13,1101,7,1229,6,-128,L,2,0,0,81,78,81,82,1343,1343-16-158159,18,80,85,80,79,1354,1354-16-158159,16,-1,-3,1,1,1343-16-158159,26.75,28.4,26.0,182.75,186.8,175.5,75.5,81.4,71.0,1354-16-158159,30.0,29.4,26.6,185.0,182.2,177.8,80.0,76.6,68.6,-2.6499999999999986,-1.6000000000000014,-0.6000000000000014,0.5500000000000114,1.8000000000000114,-2.3000000000000114,-1.0999999999999943,1.4000000000000057,2.4000000000000057
2016-10-09,Serbia,Austria,3,2,FIFA World Cup qualification,Belgrade,Serbia,0,50,602,26,839,24,-237,W,0,1,0,78,75,79,76,110082,110082-13-157186,6,77,78,77,77,1322,1322-17-158729,4,-2,-2,2,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1322-17-158729,27.0,25.2,24.8,187.0,186.8,181.8,80.0,83.6,77.0,-2.1999999999999993,-1.1999999999999993,-3.1999999999999993,0.19999999999998863,0.5999999999999943,3.799999999999983,-1.5999999999999943,3.200000000000003,-1.0
2016-06-22,Iceland,Austria,2,1,UEFA Euro,Saint-Denis,France,1,34,751,10,1077,24,-326,W,0,0,0,72,72,74,69,1341,1341-18-158904,2,77,78,77,77,1322,1322-17-158729,4,-5,-9,-3,0,1341-18-158904,25.0,30.8,28.6,190.0,189.6,181.6,85.0,80.8,76.4,1322-17-158729,27.0,25.2,24.8,187.0,186.8,181.8,80.0,83.6,77.0,-0.1999999999999993,3.8000000000000007,3.8000000000000007,3.1999999999999886,2.5999999999999943,-0.20000000000001705,1.4000000000000057,0.7999999999999972,-0.5999999999999943
2016-06-18,Portugal,Austria,0,0,UEFA Euro,Lyon,France,1,8,1181,10,1077,-2,104,D,1,0,0,83,85,82,82,1354,1354-17-158729,8,77,78,77,77,1322,1322-17-158729,4,8,4,5,0,1354-17-158729,25.5,29.25,24.6,185.0,184.25,179.8,79.5,78.25,74.8,1322-17-158729,27.0,25.2,24.8,187.0,186.8,181.8,80.0,83.6,77.0,0.3000000000000007,2.25,-0.1999999999999993,-1.8000000000000114,-2.75,-2.0,-4.099999999999994,-1.75,-2.200000000000003
2017-06-11,Serbia,Wales,1,1,FIFA World Cup qualification,Belgrade,Serbia,0,43,650,11,1113,32,-463,D,1,1,0,78,75,79,76,110082,110082-13-157186,6,75,82,72,76,1367,1367-18-158904,4,-1,-6,7,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1367-18-158904,27.0,28.166666666666668,27.666666666666668,185.5,183.16666666666666,178.0,82.0,78.0,70.33333333333333,-5.166666666666668,-1.1999999999999993,-6.066666666666666,3.833333333333343,2.0999999999999943,7.599999999999994,4.0,1.2000000000000028,5.666666666666671
2018-06-04,Serbia,Chile,0,1,Friendly,Graz,Austria,1,35,732,9,1146,26,-414,L,2,0,0,78,75,79,76,110082,110082-13-157186,6,76,77,77,76,111459,111459-11-156279,7,-1,-1,2,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,111459-11-156279,23.666666666666668,23.75,23.75,175.33333333333334,183.0,177.5,75.33333333333333,79.75,75.25,-0.75,2.133333333333333,-2.1499999999999986,4.0,12.266666666666652,8.099999999999994,2.25,7.866666666666674,0.75
2018-05-31,Romania,Chile,3,2,Friendly,Graz,Austria,1,32,737,9,1146,23,-409,W,0,0,0,72,71,72,70,1356,1356-19-159296,5,76,77,77,76,111459,111459-11-156279,7,-5,-7,-5,1,1356-19-159296,26.5,29.75,26.6,183.0,187.25,176.6,74.5,80.5,72.8,111459-11-156279,23.666666666666668,23.75,23.75,175.33333333333334,183.0,177.5,75.33333333333333,79.75,75.25,2.75,6.083333333333332,2.8500000000000014,0.0,11.916666666666657,-0.9000000000000057,-5.25,5.166666666666671,-2.450000000000003
2018-06-08,Poland,Chile,2,2,Friendly,Poznań,Poland,0,8,1183,9,1135,-1,48,D,1,1,0,77,81,75,73,1353,1353-19-159296,5,76,77,77,76,111459,111459-11-156279,7,5,-4,-2,1,1353-19-159296,26.0,25.6,27.25,183.5,188.8,181.0,78.5,80.0,77.5,111459-11-156279,23.666666666666668,23.75,23.75,175.33333333333334,183.0,177.5,75.33333333333333,79.75,75.25,2.25,1.9333333333333336,3.5,0.5,13.466666666666669,3.5,-1.25,4.666666666666671,2.25
2018-06-09,Serbia,Bolivia,5,1,Friendly,Graz,Austria,1,34,751,59,536,-25,215,W,0,0,0,78,75,79,76,110082,110082-13-157186,6,67,67,68,65,111451,111451-11-156279,1,10,9,11,1,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,111451-11-156279,28.5,24.6,24.25,187.0,180.4,169.75,81.5,75.2,66.25,-1.6000000000000014,-2.6999999999999993,-2.6499999999999986,6.599999999999994,0.5999999999999943,15.849999999999994,6.799999999999997,1.7000000000000028,9.75
2018-06-07,Korea Republic,Bolivia,0,0,Friendly,Innsbruck,Austria,1,57,544,59,536,-2,8,D,1,0,0,73,74,74,70,974,974-16-158159,5,67,67,68,65,111451,111451-11-156279,1,9,3,6,1,974-16-158159,23.666666666666668,27.5,25.5,185.33333333333334,185.0,180.25,82.66666666666667,75.0,72.75,111451-11-156279,28.5,24.6,24.25,187.0,180.4,169.75,81.5,75.2,66.25,-0.9333333333333336,-1.0,1.25,4.933333333333337,-2.0,10.5,7.466666666666669,-6.5,6.5
2018-05-28,USA,Bolivia,3,0,Friendly,Chester,USA,0,24,880,57,548,-33,332,W,0,1,0,74,74,73,74,1387,1387-19-159296,6,67,67,68,65,111451,111451-11-156279,1,9,7,5,1,1387-19-159296,23.0,22.8,21.75,184.0,186.0,181.25,72.5,77.4,75.0,111451-11-156279,28.5,24.6,24.25,187.0,180.4,169.75,81.5,75.2,66.25,-1.6000000000000014,-5.699999999999999,-2.5,3.5999999999999943,-1.0,11.5,-2.700000000000003,-4.099999999999994,8.75
2018-06-22,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,1,34,751,6,1199,28,-448,L,2,0,0,78,75,79,76,110082,110082-13-157186,6,78,74,77,77,1364,1364-19-159296,5,-2,2,2,0,110082-13-157186,23.0,25.8,21.6,187.0,187.6,185.6,82.0,83.2,76.0,1364-19-159296,26.0,24.333333333333332,24.333333333333332,179.0,184.16666666666666,185.33333333333334,78.5,80.16666666666667,76.33333333333333,-1.3333333333333321,-0.1999999999999993,-2.7333333333333307,2.833333333333343,8.599999999999994,0.2666666666666515,1.8333333333333286,4.700000000000003,-0.3333333333333286
2018-07-03,Sweden,Switzerland,1,0,FIFA World Cup,St. Petersburg,Russia,1,24,880,6,1199,18,-319,W,0,0,0,76,78,75,76,1363,1363-19-159296,5,78,74,77,77,1364,1364-19-159296,5,1,2,-2,0,1363-19-159296,28.5,28.6,28.25,184.5,190.8,181.5,76.5,81.2,74.5,1364-19-159296,26.0,24.333333333333332,24.333333333333332,179.0,184.16666666666666,185.33333333333334,78.5,80.16666666666667,76.33333333333333,4.166666666666668,2.6000000000000014,3.916666666666668,0.3333333333333428,11.800000000000011,-3.833333333333343,-3.6666666666666714,2.700000000000003,-1.8333333333333286
2018-06-03,Spain,Switzerland,1,1,Friendly,Vila-real,Spain,0,8,1162,6,1179,2,-17,D,1,1,0,85,85,85,85,1362,1362-19-159296,9,78,74,77,77,1364,1364-19-159296,5,8,11,8,1,1362-19-159296,26.0,28.2,24.75,178.5,181.4,182.0,71.5,74.2,75.5,1364-19-159296,26.0,24.333333333333332,24.333333333333332,179.0,184.16666666666666,185.33333333333334,78.5,80.16666666666667,76.33333333333333,1.6666666666666679,2.1999999999999993,0.41666666666666785,-5.666666666666657,2.4000000000000057,-3.333333333333343,-8.666666666666671,-4.299999999999997,-0.8333333333333286
2018-06-17,Brazil,Switzerland,1,1,FIFA World Cup,Rostov-On-Don,Russia,1,2,1431,6,1199,-4,232,D,1,0,0,81,84,80,80,1370,1370-19-159296,10,78,74,77,77,1364,1364-19-159296,5,7,6,3,0,1370-19-159296,26.0,30.8,31.333333333333332,180.0,182.2,180.0,75.33333333333333,78.2,77.66666666666667,1364-19-159296,26.0,24.333333333333332,24.333333333333332,179.0,184.16666666666666,185.33333333333334,78.5,80.16666666666667,76.33333333333333,1.6666666666666679,4.800000000000001,7.0,-4.166666666666657,3.1999999999999886,-5.333333333333343,-4.833333333333343,-0.29999999999999716,1.3333333333333428
