date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1981-09-04 00:00:00,Korea Republic,Singapore,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-04 00:00:00,Malawi,Zimbabwe,1,2,Friendly,Mbabane,Swaziland,True
1981-09-04 00:00:00,Malaysia,New Zealand,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1981-09-04 00:00:00,Swaziland,Lesotho,1,1,Friendly,Mbabane,Swaziland,False
1981-09-05 00:00:00,India,United Arab Emirates,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-05 00:00:00,Lesotho,Malawi,1,4,Friendly,Mbabane,Swaziland,True
1981-09-05 00:00:00,Swaziland,Zimbabwe,0,2,Friendly,Mbabane,Swaziland,False
1981-09-06 00:00:00,Lesotho,Zimbabwe,2,5,Friendly,Mbabane,Swaziland,True
1981-09-06 00:00:00,Niger,Burkina Faso,2,1,Friendly,Niamey,Niger,False
1981-09-06 00:00:00,Peru,Uruguay,0,0,FIFA World Cup qualification,Lima,Peru,False
1981-09-06 00:00:00,Swaziland,Malawi,0,0,Friendly,Mbabane,Swaziland,False
1981-09-07 00:00:00,Indonesia,New Zealand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-08 00:00:00,Japan,United Arab Emirates,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-09 00:00:00,Belgium,France,2,0,FIFA World Cup qualification,Brussels,Belgium,False
1981-09-09 00:00:00,Czechoslovakia,Wales,2,0,FIFA World Cup qualification,Prague,Czechoslovakia,False
1981-09-09 00:00:00,Denmark,Yugoslavia,1,2,FIFA World Cup qualification,Copenhagen,Denmark,False
1981-09-09 00:00:00,Iceland,Turkey,2,0,FIFA World Cup qualification,Reykjavík,Iceland,False
1981-09-09 00:00:00,Malaysia,Indonesia,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1981-09-09 00:00:00,Netherlands,Ireland,2,2,FIFA World Cup qualification,Rotterdam,Netherlands,False
1981-09-09 00:00:00,Norway,England,2,1,FIFA World Cup qualification,Oslo,Norway,False
1981-09-09 00:00:00,Romania,Bulgaria,1,2,Friendly,Bucharest,Romania,False
1981-09-09 00:00:00,Scotland,Sweden,2,0,FIFA World Cup qualification,Glasgow,Scotland,False
1981-09-10 00:00:00,Iraq,Thailand,7,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-10 00:00:00,New Zealand,United Arab Emirates,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-11 00:00:00,India,Indonesia,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-12 00:00:00,Japan,New Zealand,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-12 00:00:00,Malaysia,United Arab Emirates,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1981-09-13 00:00:00,Colombia,Uruguay,1,1,FIFA World Cup qualification,Bogotá,Colombia,False
1981-09-13 00:00:00,Iraq,Korea Republic,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-13 00:00:00,St. Vincent and the Grenadines,Suriname,2,1,CFU Caribbean Cup qualification,Kingstown,St. Vincent and the Grenadines,False
1981-09-14 00:00:00,Indonesia,Japan,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-15 00:00:00,Malaysia,India,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False
1981-09-16 00:00:00,Iraq,Singapore,4,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-16 00:00:00,Korea Republic,Thailand,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-18 00:00:00,Iraq,Japan,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True
1981-09-20 00:00:00,Burkina Faso,Algeria,1,1,African Cup of Nations qualification,Ouagadougou,Upper Volta,False
1981-09-20 00:00:00,Venezuela,Cuba,1,0,Friendly,Barquisimeto,Venezuela,False
1981-09-23 00:00:00,Austria,Spain,0,0,Friendly,Vienna,Austria,False
1981-09-23 00:00:00,Denmark,Norway,2,1,Nordic Championship,Copenhagen,Denmark,False
1981-09-23 00:00:00,Germany,Finland,7,1,FIFA World Cup qualification,Bochum,Germany,False
1981-09-23 00:00:00,Greece,Sweden,2,1,Friendly,Salonica,Greece,False
1981-09-23 00:00:00,Iceland,Czechoslovakia,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False
1981-09-23 00:00:00,Italy,Bulgaria,3,2,Friendly,Bologna,Italy,False
1981-09-23 00:00:00,Portugal,Poland,2,0,Friendly,Lisbon,Portugal,False
1981-09-23 00:00:00,Romania,Hungary,0,0,FIFA World Cup qualification,Bucharest,Romania,False
1981-09-23 00:00:00,Russia,Turkey,4,0,FIFA World Cup qualification,Moscow,Soviet Union,True
1981-09-24 00:00:00,China,New Zealand,0,0,FIFA World Cup qualification,Beijing,China,False
1981-09-26 00:00:00,Uganda,Nigeria,1,0,Friendly,Kampala,Uganda,False
1981-09-27 00:00:00,Morocco,Tunisia,2,2,Friendly,Kénitra,Morocco,False
1981-09-27 00:00:00,Suriname,St. Vincent and the Grenadines,3,3,CFU Caribbean Cup qualification,Paramaribo,Suriname,False
1981-09-30 00:00:00,Botswana,Zimbabwe,0,1,Friendly,Gaborone,Botswana,False
1981-09-30 00:00:00,Trinidad and Tobago,Grenada,3,1,Friendly,Arima,Trinidad and Tobago,False
1981-10-02 00:00:00,Trinidad and Tobago,Grenada,5,1,Friendly,San Fernando,Trinidad and Tobago,False
1981-10-03 00:00:00,New Zealand,China,1,0,FIFA World Cup qualification,Auckland,New Zealand,False
1981-10-03 00:00:00,Nigeria,Liberia,3,0,Friendly,Calabar,Nigeria,False
1981-10-04 00:00:00,Ethiopia,Guinea,1,1,African Cup of Nations qualification,Addis Abeba,Ethiopia,False
1981-10-07 00:00:00,Turkey,Russia,0,3,FIFA World Cup qualification,Izmir,Turkey,False
1981-10-10 00:00:00,German DR,Poland,2,3,FIFA World Cup qualification,Leipzig,German DR,False
1981-10-10 00:00:00,New Zealand,Kuwait,1,2,FIFA World Cup qualification,Auckland,New Zealand,False
1981-10-10 00:00:00,Nigeria,Algeria,0,2,FIFA World Cup qualification,Lagos,Nigeria,False
1981-10-10 00:00:00,Romania,Switzerland,1,2,FIFA World Cup qualification,Bucharest,Romania,False
1981-10-12 00:00:00,Trinidad and Tobago,Canada,2,4,Friendly,San Fernando,Trinidad and Tobago,False
1981-10-14 00:00:00,Albania,Bulgaria,0,2,FIFA World Cup qualification,Tirana,Albania,False
1981-10-14 00:00:00,Austria,Germany,1,3,FIFA World Cup qualification,Vienna,Austria,False
1981-10-14 00:00:00,Greece,Denmark,2,3,FIFA World Cup qualification,Salonica,Greece,False
1981-10-14 00:00:00,Hungary,Switzerland,3,0,FIFA World Cup qualification,Budapest,Hungary,False
1981-10-14 00:00:00,Ireland,France,3,2,FIFA World Cup qualification,Dublin,Ireland,False
1981-10-14 00:00:00,Netherlands,Belgium,3,0,FIFA World Cup qualification,Rotterdam,Netherlands,False
1981-10-14 00:00:00,Northern Ireland,Scotland,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
1981-10-14 00:00:00,Portugal,Sweden,1,2,FIFA World Cup qualification,Lisbon,Portugal,False
1981-10-14 00:00:00,Spain,Luxembourg,3,0,Friendly,Valencia,Spain,False
1981-10-14 00:00:00,Wales,Iceland,2,2,FIFA World Cup qualification,Swansea,Wales,False
1981-10-17 00:00:00,Saudi Arabia,Korea Republic,2,0,Friendly,Riyadh,Saudi Arabia,False
1981-10-17 00:00:00,Yugoslavia,Italy,1,1,FIFA World Cup qualification,Belgrade,Yugoslavia,False
1981-10-18 00:00:00,China,Kuwait,3,0,FIFA World Cup qualification,Beijing,China,False
1981-10-19 00:00:00,Puerto Rico,Guadeloupe,1,1,CFU Caribbean Cup,San Juan,Puerto Rico,False
1981-10-19 00:00:00,St. Vincent and the Grenadines,Trinidad and Tobago,0,2,CFU Caribbean Cup,San Juan,Puerto Rico,True
1981-10-21 00:00:00,Guadeloupe,Trinidad and Tobago,0,2,CFU Caribbean Cup,San Juan,Puerto Rico,True
1981-10-21 00:00:00,Puerto Rico,St. Vincent and the Grenadines,0,2,CFU Caribbean Cup,San Juan,Puerto Rico,False
1981-10-24 00:00:00,Guadeloupe,St. Vincent and the Grenadines,1,3,CFU Caribbean Cup,San Juan,Puerto Rico,True
1981-10-24 00:00:00,Tunisia,Malta,0,1,Friendly,Tunis,Tunisia,False
1981-10-26 00:00:00,United Arab Emirates,India,2,0,Friendly,Abu Dhabi,United Arab Emirates,False
1981-10-28 00:00:00,Argentina,Poland,1,2,Friendly,Buenos Aires,Argentina,False
1981-10-28 00:00:00,Brazil,Bulgaria,3,0,Friendly,Porto Alegre,Brazil,False
1981-10-28 00:00:00,Israel,Portugal,4,1,FIFA World Cup qualification,Ramat-Gan,Israel,False
1981-10-28 00:00:00,Russia,Czechoslovakia,2,0,FIFA World Cup qualification,Tbilisi,Soviet Union,True
1981-10-28 00:00:00,Saudi Arabia,Sweden,1,2,Friendly,Riyadh,Saudi Arabia,False
1981-10-28 00:00:00,United Arab Emirates,India,3,1,Friendly,Sharjah,United Arab Emirates,False
1981-10-30 00:00:00,Algeria,Nigeria,2,1,FIFA World Cup qualification,Constantine,Algeria,False
1981-10-31 00:00:00,Burundi,Tanzania,1,2,Friendly,Bujumbura,Burundi,False
1981-10-31 00:00:00,Hungary,Norway,4,1,FIFA World Cup qualification,Budapest,Hungary,False
1981-11-01 00:00:00,Mexico,Cuba,4,0,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-01 00:00:00,Senegal,Morocco,2,0,Friendly,Dakar,Senegal,False
1981-11-02 00:00:00,Burundi,Tanzania,0,1,Friendly,Bujumbura,Burundi,False
1981-11-02 00:00:00,Canada,El Salvador,1,0,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-03 00:00:00,Honduras,Haiti,4,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1981-11-04 00:00:00,Saudi Arabia,Kuwait,0,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
1981-11-04 00:00:00,Trinidad and Tobago,Barbados,2,1,Friendly,Arima,Trinidad and Tobago,False
1981-11-06 00:00:00,Canada,Haiti,1,1,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-06 00:00:00,Mexico,El Salvador,0,1,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-06 00:00:00,Trinidad and Tobago,Barbados,0,0,Friendly,Port of Spain,Trinidad and Tobago,False
1981-11-08 00:00:00,Honduras,Cuba,2,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1981-11-08 00:00:00,Tunisia,Cameroon,1,1,Friendly,Tunis,Tunisia,False
1981-11-09 00:00:00,Thailand,Singapore,2,1,King's Cup,Bangkok,Thailand,False
1981-11-11 00:00:00,Argentina,Czechoslovakia,1,1,Friendly,Buenos Aires,Argentina,False
1981-11-11 00:00:00,Bulgaria,Austria,0,0,FIFA World Cup qualification,Sofia,Bulgaria,False
1981-11-11 00:00:00,Cuba,El Salvador,0,0,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-11 00:00:00,German DR,Malta,5,1,FIFA World Cup qualification,Jena,German DR,False
1981-11-11 00:00:00,Haiti,Mexico,1,1,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-11 00:00:00,Malaysia,Singapore,0,1,King's Cup,Chonburi,Thailand,True
1981-11-11 00:00:00,Switzerland,Romania,0,0,FIFA World Cup qualification,Berne,Switzerland,False
1981-11-11 00:00:00,Thailand,Pakistan,1,0,King's Cup,Bangkok,Thailand,False
1981-11-12 00:00:00,Honduras,Canada,2,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1981-11-12 00:00:00,Saudi Arabia,China,2,4,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True
1981-11-13 00:00:00,Malaysia,Pakistan,2,3,King's Cup,Bangkok,Thailand,True
1981-11-14 00:00:00,Italy,Greece,1,1,FIFA World Cup qualification,Turin,Italy,False
1981-11-14 00:00:00,Kenya,Malawi,1,0,CECAFA Cup,Dar es Salaam,Tanzania,True
1981-11-15 00:00:00,Haiti,Cuba,0,2,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-15 00:00:00,Mexico,Canada,1,1,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-15 00:00:00,Morocco,Cameroon,0,2,FIFA World Cup qualification,Kenitra,Morocco,False
1981-11-15 00:00:00,Poland,Malta,6,0,FIFA World Cup qualification,Wrocław,Poland,False
1981-11-15 00:00:00,Sudan,Uganda,2,2,CECAFA Cup,Dodoma,Tanzania,True
1981-11-15 00:00:00,Tanzania,Zanzibar,3,1,CECAFA Cup,Dodoma,Tanzania,False
1981-11-15 00:00:00,Thailand,Malaysia,2,0,King's Cup,Bangkok,Thailand,False
1981-11-16 00:00:00,Honduras,El Salvador,0,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1981-11-17 00:00:00,Kenya,Zanzibar,2,1,CECAFA Cup,Dar es Salaam,Tanzania,True
1981-11-17 00:00:00,Pakistan,Singapore,1,0,King's Cup,Bangkok,Thailand,True
1981-11-17 00:00:00,Sudan,Zimbabwe,0,0,CECAFA Cup,Dodoma,Tanzania,True
1981-11-17 00:00:00,Tanzania,Malawi,2,2,CECAFA Cup,Dar es Salaam,Tanzania,False
1981-11-17 00:00:00,Uganda,Zambia,3,1,CECAFA Cup,Dodoma,Tanzania,True
1981-11-18 00:00:00,England,Hungary,1,0,FIFA World Cup qualification,London,England,False
1981-11-18 00:00:00,France,Netherlands,2,0,FIFA World Cup qualification,Paris,France,False
1981-11-18 00:00:00,Germany,Albania,8,0,FIFA World Cup qualification,Dortmund,Germany,False
1981-11-18 00:00:00,Northern Ireland,Israel,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
1981-11-18 00:00:00,Poland,Spain,2,3,Friendly,Łódź,Poland,False
1981-11-18 00:00:00,Portugal,Scotland,2,1,FIFA World Cup qualification,Lisbon,Portugal,False
1981-11-18 00:00:00,Russia,Wales,3,0,FIFA World Cup qualification,Tbilisi,Soviet Union,True
1981-11-19 00:00:00,China,Saudi Arabia,2,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True
1981-11-19 00:00:00,El Salvador,Haiti,1,0,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-19 00:00:00,Zambia,Zimbabwe,1,1,CECAFA Cup,Dar es Salaam,Tanzania,True
1981-11-20 00:00:00,Malawi,Zanzibar,4,1,CECAFA Cup,Dodoma,Tanzania,True
1981-11-20 00:00:00,Tanzania,Kenya,1,0,CECAFA Cup,Dodoma,Tanzania,False
1981-11-21 00:00:00,Cuba,Canada,2,2,FIFA World Cup qualification,Tegucigalpa,Honduras,True
1981-11-21 00:00:00,Sudan,Zambia,0,2,CECAFA Cup,Dar es Salaam,Tanzania,True
1981-11-21 00:00:00,Yugoslavia,Luxembourg,5,0,FIFA World Cup qualification,Novi Sad,Yugoslavia,False
1981-11-22 00:00:00,Germany,Bulgaria,4,0,FIFA World Cup qualification,Düsseldorf,Germany,False
1981-11-22 00:00:00,Honduras,Mexico,0,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False
1981-11-24 00:00:00,Kenya,Uganda,3,1,CECAFA Cup,Dar es Salaam,Tanzania,True
1981-11-24 00:00:00,Tanzania,Zambia,2,1,CECAFA Cup,Dodoma,Tanzania,False
1981-11-27 00:00:00,Uganda,Zambia,0,1,CECAFA Cup,Dodoma,Tanzania,True
1981-11-28 00:00:00,New Zealand,Saudi Arabia,2,2,FIFA World Cup qualification,Auckland,New Zealand,False
1981-11-28 00:00:00,Tanzania,Kenya,0,1,CECAFA Cup,Dar es Salaam,Tanzania,False
1981-11-29 00:00:00,Cameroon,Morocco,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,False
1981-11-29 00:00:00,Czechoslovakia,Russia,1,1,FIFA World Cup qualification,Bratislava,Czechoslovakia,False
1981-11-29 00:00:00,Greece,Yugoslavia,1,2,FIFA World Cup qualification,Piraeus,Greece,False
1981-11-30 00:00:00,Kuwait,China,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
1981-12-05 00:00:00,France,Cyprus,4,0,FIFA World Cup qualification,Paris,France,False
1981-12-05 00:00:00,Italy,Luxembourg,1,0,FIFA World Cup qualification,Naples,Italy,False
1981-12-07 00:00:00,Kuwait,Saudi Arabia,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
1981-12-14 00:00:00,Kuwait,New Zealand,2,2,FIFA World Cup qualification,Kuwait City,Kuwait,False
1981-12-16 00:00:00,Bulgaria,Portugal,5,2,Friendly,Haskovo,Bulgaria,False
1981-12-16 00:00:00,Spain,Belgium,2,0,Friendly,Valencia,Spain,False
1981-12-19 00:00:00,Saudi Arabia,New Zealand,0,5,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
1981-12-29 00:00:00,United Arab Emirates,Tunisia,1,4,Friendly,al-Ain,United Arab Emirates,False
1982-01-10 00:00:00,China,New Zealand,1,2,FIFA World Cup qualification,Kallang,Singapore,True
1982-01-17 00:00:00,Cameroon,Congo,2,1,Friendly,Yaoundé,Cameroon,False
1982-01-17 00:00:00,Ethiopia,Tanzania,0,2,Friendly,Addis Abeba,Ethiopia,False
1982-01-17 00:00:00,Singapore,Bahrain,2,0,Friendly,Kallang,Singapore,False
1982-01-19 00:00:00,Ethiopia,Tanzania,0,0,Friendly,Addis Abeba,Ethiopia,False
1982-01-20 00:00:00,Greece,Portugal,1,2,Friendly,Athens,Greece,False
1982-01-24 00:00:00,Benin,Mali,2,3,Friendly,Cotonou,Benin,False
1982-01-24 00:00:00,Burkina Faso,Senegal,0,0,Friendly,Bobo Dioulasso,Upper Volta,False
1982-01-26 00:00:00,Brazil,German DR,3,1,Friendly,Natal,Brazil,False
1982-01-31 00:00:00,Senegal,Benin,1,0,Friendly,Dakar,Senegal,False
1982-02-05 00:00:00,Libya,Guinea,3,0,Friendly,Tripoli,Libya,False
1982-02-06 00:00:00,Mali,Niger,2,2,Friendly,Bamako,Mali,False
1982-02-07 00:00:00,Tunisia,Algeria,0,1,Friendly,Tunis,Tunisia,False
1982-02-10 00:00:00,Greece,German DR,0,1,Friendly,Athens,Greece,False
1982-02-11 00:00:00,Cape Verde,Gambia,2,0,Amílcar Cabral Cup,Praia,Cape Verde,False
1982-02-11 00:00:00,Guinea,Senegal,1,1,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-11 00:00:00,Guinea-Bissau,Sierra Leone,1,2,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-11 00:00:00,Mali,Mauritania,4,0,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-11 00:00:00,New Zealand,Hungary,1,2,Friendly,Auckland,New Zealand,False
1982-02-13 00:00:00,Benin,Ghana,0,4,West African Cup,Cotonou,Benin,False
1982-02-13 00:00:00,Cape Verde,Mali,1,0,Amílcar Cabral Cup,Praia,Cape Verde,False
1982-02-13 00:00:00,Gambia,Mauritania,3,1,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-13 00:00:00,Guinea,Sierra Leone,1,0,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-13 00:00:00,Guinea-Bissau,Senegal,0,1,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-13 00:00:00,Liberia,Togo,0,1,West African Cup,Cotonou,Benin,True
1982-02-14 00:00:00,Ethiopia,Uganda,1,2,Friendly,Addis Abeba,Ethiopia,False
1982-02-14 00:00:00,New Zealand,Hungary,1,2,Friendly,Christchurch,New Zealand,False
1982-02-15 00:00:00,Benin,Niger,2,0,West African Cup,Cotonou,Benin,False
1982-02-15 00:00:00,Cape Verde,Mauritania,1,2,Amílcar Cabral Cup,Praia,Cape Verde,False
1982-02-15 00:00:00,Gambia,Mali,1,1,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-15 00:00:00,Ghana,Ivory Coast,5,5,West African Cup,Cotonou,Benin,True
1982-02-15 00:00:00,Guinea-Bissau,Guinea,0,0,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-15 00:00:00,Liberia,Burkina Faso,1,2,West African Cup,Cotonou,Benin,True
1982-02-15 00:00:00,Senegal,Sierra Leone,2,0,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-16 00:00:00,Bangladesh,Nepal,1,1,Friendly,Karachi,Pakistan,True
1982-02-16 00:00:00,India,China,1,1,Nehru Cup,Calcutta,India,False
1982-02-17 00:00:00,Benin,Ivory Coast,3,3,West African Cup,Cotonou,Benin,False
1982-02-17 00:00:00,Cape Verde,Guinea,0,1,Amílcar Cabral Cup,Praia,Cape Verde,False
1982-02-17 00:00:00,Germany,Portugal,3,1,Friendly,Hanover,Germany,False
1982-02-17 00:00:00,Ghana,Niger,2,2,West African Cup,Cotonou,Benin,True
1982-02-17 00:00:00,Mali,Senegal,0,1,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-17 00:00:00,Nepal,Oman,0,1,Friendly,Karachi,Pakistan,True
1982-02-17 00:00:00,Togo,Burkina Faso,2,1,West African Cup,Cotonou,Benin,True
1982-02-18 00:00:00,Ethiopia,Uganda,1,0,Friendly,Asmara,Ethiopia,False
1982-02-18 00:00:00,India,Korea Republic,2,2,Nehru Cup,Calcutta,India,False
1982-02-18 00:00:00,Zambia,Botswana,2,0,Friendly,Lusaka,Zambia,False
1982-02-19 00:00:00,Bangladesh,Oman,1,3,Friendly,Karachi,Pakistan,True
1982-02-19 00:00:00,Cape Verde,Mali,1,2,Amílcar Cabral Cup,Praia,Cape Verde,False
1982-02-19 00:00:00,Ghana,Burkina Faso,1,0,West African Cup,Cotonou,Benin,True
1982-02-19 00:00:00,Guinea,Senegal,3,0,Amílcar Cabral Cup,Praia,Cape Verde,True
1982-02-19 00:00:00,Ivory Coast,Niger,1,1,West African Cup,Cotonou,Benin,True
1982-02-19 00:00:00,Libya,Qatar,2,1,Friendly,Tripoli,Libya,False
1982-02-20 00:00:00,Finland,Sweden,2,2,Friendly,Lahti,Finland,False
1982-02-20 00:00:00,Korea Republic,Uruguay,2,2,Nehru Cup,Calcutta,India,True
1982-02-21 00:00:00,Finland,Sweden,2,1,Friendly,Lahti,Finland,False
1982-02-21 00:00:00,Ivory Coast,Togo,1,1,West African Cup,Cotonou,Benin,True
1982-02-22 00:00:00,China,Uruguay,0,0,Nehru Cup,Calcutta,India,True
1982-02-22 00:00:00,Ivory Coast,Burkina Faso,1,1,West African Cup,Cotonou,Benin,True
1982-02-23 00:00:00,England,Northern Ireland,4,0,British Championship,London,England,False
1982-02-23 00:00:00,France,Italy,2,0,Friendly,Paris,France,False
1982-02-23 00:00:00,Ghana,Togo,2,1,West African Cup,Cotonou,Benin,True
1982-02-24 00:00:00,Spain,Scotland,3,0,Friendly,Valencia,Spain,False
1982-02-25 00:00:00,India,Uruguay,1,3,Nehru Cup,Calcutta,India,False
1982-03-01 00:00:00,China,Korea Republic,1,1,Nehru Cup,Calcutta,India,True
1982-03-01 00:00:00,United Arab Emirates,Honduras,0,1,Friendly,Abu Dhabi,United Arab Emirates,False
1982-03-02 00:00:00,Iraq,German DR,0,0,Friendly,Baghdad,Iraq,False
1982-03-03 00:00:00,Brazil,Czechoslovakia,1,1,Friendly,São Paulo,Brazil,False
1982-03-03 00:00:00,United Arab Emirates,Honduras,0,0,Friendly,Abu Dhabi,United Arab Emirates,False
1982-03-04 00:00:00,China,Uruguay,0,2,Nehru Cup,Calcutta,India,True
1982-03-05 00:00:00,Cameroon,Tunisia,1,1,African Cup of Nations,Tripoli,Libya,True
1982-03-05 00:00:00,Libya,Ghana,2,2,African Cup of Nations,Tripoli,Libya,False
1982-03-06 00:00:00,Iran,Korea DPR,2,0,Friendly,Teheran,Iran,False
1982-03-07 00:00:00,Algeria,Zambia,1,0,African Cup of Nations,Benghazi,Libya,True
1982-03-07 00:00:00,Ethiopia,Nigeria,0,3,African Cup of Nations,Benghazi,Libya,True
1982-03-07 00:00:00,Iraq,Korea Republic,3,0,Friendly,Baghdad,Iraq,False
1982-03-09 00:00:00,Argentina,Czechoslovakia,0,0,Friendly,Mar del Plata,Argentina,False
1982-03-09 00:00:00,Cameroon,Ghana,0,0,African Cup of Nations,Tripoli,Libya,True
1982-03-09 00:00:00,Libya,Tunisia,2,0,African Cup of Nations,Tripoli,Libya,False
1982-03-09 00:00:00,Liechtenstein,Switzerland,0,1,Friendly,Balzers,Liechtenstein,False
1982-03-10 00:00:00,Algeria,Nigeria,2,1,African Cup of Nations,Benghazi,Libya,True
1982-03-10 00:00:00,Ethiopia,Zambia,0,1,African Cup of Nations,Benghazi,Libya,True
1982-03-10 00:00:00,Greece,Russia,0,2,Friendly,Athens,Greece,False
1982-03-10 00:00:00,Iraq,Korea Republic,1,1,Friendly,Baghdad,Iraq,False
1982-03-10 00:00:00,United Arab Emirates,Singapore,3,0,Friendly,Abu Dhabi,United Arab Emirates,False
1982-03-12 00:00:00,Ghana,Tunisia,1,0,African Cup of Nations,Tripoli,Libya,True
1982-03-12 00:00:00,Libya,Cameroon,0,0,African Cup of Nations,Tripoli,Libya,False
1982-03-12 00:00:00,United Arab Emirates,Singapore,5,3,Friendly,Abu Dhabi,United Arab Emirates,False
1982-03-13 00:00:00,Algeria,Ethiopia,0,0,African Cup of Nations,Benghazi,Libya,True
1982-03-13 00:00:00,Nigeria,Zambia,0,3,African Cup of Nations,Benghazi,Libya,True
1982-03-14 00:00:00,Kuwait,Iceland,0,0,Friendly,Kuwait City,Kuwait,False
1982-03-16 00:00:00,Algeria,Ghana,2,3,African Cup of Nations,Benghazi,Libya,True
1982-03-16 00:00:00,Libya,Zambia,2,1,African Cup of Nations,Tripoli,Libya,False
1982-03-18 00:00:00,Algeria,Zambia,0,2,African Cup of Nations,Tripoli,Libya,True
1982-03-19 00:00:00,Libya,Ghana,1,1,African Cup of Nations,Tripoli,Libya,False
1982-03-19 00:00:00,United Arab Emirates,Qatar,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False
1982-03-20 00:00:00,Bahrain,Kuwait,0,2,Gulf Cup,Abu Dhabi,United Arab Emirates,True
1982-03-20 00:00:00,Iraq,Oman,4,0,Gulf Cup,Abu Dhabi,United Arab Emirates,True
1982-03-21 00:00:00,Brazil,Germany,1,0,Friendly,Rio de Janeiro,Brazil,False
1982-03-21 00:00:00,Korea Republic,Japan,3,0,Friendly,Seoul,Korea Republic,False
1982-03-21 00:00:00,Trinidad and Tobago,USA,1,2,Friendly,Port of Spain,Trinidad and Tobago,False
1982-03-21 00:00:00,United Arab Emirates,Saudi Arabia,1,0,Gulf Cup,Abu Dhabi,United Arab Emirates,False
1982-03-22 00:00:00,Oman,Qatar,0,3,Gulf Cup,Abu Dhabi,United Arab Emirates,True
1982-03-23 00:00:00,Chile,Peru,2,1,Friendly,Santiago,Chile,False
1982-03-23 00:00:00,Scotland,Netherlands,2,1,Friendly,Glasgow,Scotland,False
1982-03-24 00:00:00,Argentina,Germany,1,1,Friendly,Buenos Aires,Argentina,False
1982-03-24 00:00:00,Belgium,Romania,4,1,Friendly,Brussels,Belgium,False
1982-03-24 00:00:00,Czechoslovakia,Greece,2,1,Friendly,Prague,Czechoslovakia,False
1982-03-24 00:00:00,France,Northern Ireland,4,0,Friendly,Paris,France,False
1982-03-24 00:00:00,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False
1982-03-24 00:00:00,Iraq,Saudi Arabia,1,1,Gulf Cup,Abu Dhabi,United Arab Emirates,True
1982-03-24 00:00:00,Spain,Wales,1,1,Friendly,Valencia,Spain,False
